"species","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_id_network","matching_proteins_labels_network","annotation","protein_name","cc_function","go_p","go_f","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q16TV2","AAEL010124","Phosphoinositide phospholipase C.","Phosphoinositide phospholipase C",NA,"G protein-coupled receptor signaling pathway; lipid catabolic process; phosphatidylinositol metabolic process; phosphatidylinositol-mediated signaling; release of sequestered calcium ion into cytosol","phosphatidylinositol-4,5-bisphosphate phospholipase C activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q16U75","AAEL010015","AAEL010015-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q16U83","GPRFZ7","AAEL009983-PA; Belongs to the G-protein coupled receptor Fz/Smo family.",NA,NA,"canonical Wnt signaling pathway; non-canonical Wnt signaling pathway","Wnt receptor activity; Wnt-protein binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q16VE7","AAEL009588","Expressed protein (HR3).","Probable nuclear hormone receptor HR3","Putative receptor whose ligand is not yet known",NA,"nuclear receptor activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q16VT5","AAEL009437","AAEL009437-PA.","CCR4-NOT transcription complex subunit 4","Has E3 ubiquitin ligase activity, promoting ubiquitination and degradation of target proteins. Involved in activation of the JAK/STAT pathway. Catalyzes ubiquitination of methylated RBM15. Plays a role in quality control of translation of mitochondrial outer membrane-localized mRNA. As part of the PINK1-regulated signaling, upon mitochondria damage, ubiquitinates ABCE1 and thereby recruits autophagy receptors to the mitochondrial outer membrane to initiate mitophagy","protein ubiquitination","RNA binding; ubiquitin-protein transferase activity; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q16W25","AAEL009364","AAEL009364-PA; Belongs to the protein kinase superfamily.","Cyclin-dependent kinase 12",NA,"positive regulation of transcription elongation by RNA polymerase II","ATP binding; cyclin binding; RNA polymerase II CTD heptapeptide repeat kinase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q16W86","AAEL009300","AAEL009300-PA.","Novel acetylcholine receptor chaperone",NA,"chaperone-mediated protein complex assembly; positive regulation of protein localization to cell surface",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q16WA7","AAEL009304","AAEL009304-PA; Belongs to the syntaxin family.",NA,NA,"exocytosis; intracellular protein transport; neurotransmitter transport; vesicle docking; vesicle fusion","SNAP receptor activity; SNARE binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q16WI5","AAEL009212","AAEL009212-PC.",NA,"Putative transcription factor required for axon growth and guidance in the central and peripheral nervous systems. Repels CNS axons away from the midline by promoting the expression of the midline repellent sli and its receptor robo","axon midline choice point recognition; dendrite morphogenesis; gonad development; larval lymph gland hemopoiesis; larval somatic muscle development; nurse cell apoptotic process; R3/R4 cell fate commitment; R7 cell development; regulation of transcription by RNA polymerase II","zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q16WN0","AAEL009171","AAEL009171-PA.",NA,NA,"response to unfolded protein","DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II transcription regulatory region sequence-specific DNA binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q16XQ1","AAEL008816","Vesicular monoamine transporter, putative.",NA,NA,"aminergic neurotransmitter loading into synaptic vesicle","serotonin:sodium:chloride symporter activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q16YV5","AAEL008421","AAEL008421-PA.",NA,NA,"adherens junction organization; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules; cell migration; cell morphogenesis; cell-cell adhesion mediated by cadherin; cell-cell junction assembly; epithelium development; homophilic cell adhesion via plasma membrane adhesion molecules","beta-catenin binding; cadherin binding; calcium ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q16ZQ0","AAEL008122","AAEL008122-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q171F2","AAEL007664","Nicotinic acetylcholine receptor subunit.",NA,"After binding acetylcholine, the AChR responds by an extensive change in conformation that affects all subunits and leads to opening of an ion-conducting channel across the plasma membrane",NA,"acetylcholine-gated monoatomic cation-selective channel activity; transmembrane signaling receptor activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q171F9","AAEL007659","AAEL007659-PA.","CTCK domain-containing protein",NA,"animal organ morphogenesis; sequestering of BMP from receptor via BMP binding","BMP binding; receptor ligand activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q173I2","AAEL007144","AAEL007144-PA.","Kelch-like protein diablo","Probable substrate-specific adapter of an E3 ubiquitin-protein ligase complex which mediates the ubiquitination and subsequent proteasomal degradation of target proteins. May have a role in synapse differentiation and growth","protein ubiquitination","actin binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q174F6","AAEL006911","Microtubule-associated protein.",NA,NA,"microtubule cytoskeleton organization",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q174S1","AAEL006783","Histone-lysine N-methyltransferase, H3 lysine-79 specific.","Histone-lysine N-methyltransferase, H3 lysine-79 specific","Histone methyltransferase that specifically trimethylates histone H3 to form H3K79me3. This methylation is required for telomere silencing and for the pachytene checkpoint during the meiotic cell cycle by allowing the recruitment of RAD9 to double strand breaks. Nucleosomes are preferred as substrate compared to free histone","DNA damage checkpoint signaling; DNA repair; methylation","histone H3K79 trimethyltransferase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q175E6","AAEL006664","AAEL006664-PA.","CCR4-NOT transcription complex subunit 4","Has E3 ubiquitin ligase activity, promoting ubiquitination and degradation of target proteins. Involved in activation of the JAK/STAT pathway. Catalyzes ubiquitination of methylated RBM15. Plays a role in quality control of translation of mitochondrial outer membrane-localized mRNA. As part of the PINK1-regulated signaling, upon mitochondria damage, ubiquitinates ABCE1 and thereby recruits autophagy receptors to the mitochondrial outer membrane to initiate mitophagy","protein ubiquitination","RNA binding; ubiquitin-protein transferase activity; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q175Q0","AAEL006596","AAEL006596-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q175T7","AAEL006555","AAEL006555-PA.",NA,NA,"nervous system development; regulation of alternative mRNA splicing, via spliceosome","mRNA binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q176D4","AAEL006439","Dual specificity protein phosphatase; Dual specificity phosphatase able to dephosphorylate phosphotyrosine, phosphoserine and phosphothreonine residues, with a preference for phosphotyrosine as a substrate. Belongs to the protein-tyrosine phosphatase family. Non- receptor class dual specificity subfamily.","Dual specificity protein phosphatase","Dual specificity phosphatase able to dephosphorylate phosphotyrosine, phosphoserine and phosphothreonine residues, with a preference for phosphotyrosine as a substrate","negative regulation of MAPK cascade","MAP kinase phosphatase activity; protein serine/threonine phosphatase activity; protein tyrosine phosphatase activity; protein tyrosine/serine/threonine phosphatase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q176R3","fru","FRU non-sex-specific P1 isoform.",NA,NA,"animal organ development; cell development; developmental process involved in reproduction; regulation of transcription by RNA polymerase II","DNA binding; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q177Z0","AAEL005985","Autophagy-related protein 13; Belongs to the ATG13 family. Metazoan subfamily.","Autophagy-related protein 13",NA,"mitophagy; piecemeal microautophagy of the nucleus; protein localization to phagophore assembly site",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q179N7","AAEL005581","Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.","Transporter",NA,"amino acid transport","metal ion binding; serotonin binding; serotonin:sodium:chloride symporter activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17AN7","AAEL005246","AAEL005246-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; sequence-specific double-stranded DNA binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17AN8","AAEL005247","AAEL005247-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; sequence-specific double-stranded DNA binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17B94","AAEL005014","AAEL005014-PA; Belongs to the transient receptor (TC 1.A.4) family.",NA,NA,"regulation of cytosolic calcium ion concentration; visual perception","inositol 1,4,5 trisphosphate binding; store-operated calcium channel activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17BB1","AAEL005033","AAEL005033-PA.",NA,NA,"positive regulation of transcription by RNA polymerase II","zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17BL6","AAEL004918","AAEL004918-PA.","B box-type domain-containing protein",NA,NA,"mRNA 3'-UTR binding; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17C29","AAEL004715","AAEL004715-PA.","Anti-proliferative protein domain-containing protein",NA,"negative regulation of cell population proliferation",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17C40","AAEL004720","Dedicator of cytokinesis protein 9; Belongs to the DOCK family.",NA,NA,"small GTPase-mediated signal transduction","guanyl-nucleotide exchange factor activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17C42","AAEL004731","AAEL004731-PA.",NA,NA,"small GTPase-mediated signal transduction","guanyl-nucleotide exchange factor activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17CH0","AAEL004542","AAEL004542-PA.",NA,NA,"ceramide metabolic process","ceramide kinase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17CU7","AAEL004420","AAEL004420-PB.",NA,NA,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17CY1","AAEL004391","AAEL004391-PA.","Nuclear protein MDM1","Microtubule-binding protein that negatively regulates centriole duplication. Binds to and stabilizes microtubules","negative regulation of centriole replication","microtubule binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17DB8","AAEL004259","RNA-binding protein lin-28.",NA,NA,"pre-miRNA processing","mRNA binding; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17E14","AAEL003989","AAEL003989-PA.","Guanine nucleotide-binding protein G(s) subunit alpha","Guanine nucleotide-binding proteins (G proteins) function as transducers in numerous signaling pathways controlled by G protein-coupled receptors (GPCRs)","adenylate cyclase-activating dopamine receptor signaling pathway; sensory perception of chemical stimulus","G protein-coupled receptor binding; G-protein beta/gamma-subunit complex binding; GTP binding; GTPase activity; metal ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17E15","AAEL003979","Deadenylation factor EDEN-BP, putative.",NA,NA,NA,"mRNA binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17E51","AAEL003978","AAEL003978-PA.","Escargot/snail protein homolog",NA,"asymmetric neuroblast division; central nervous system development; epithelial tube morphogenesis; positive regulation of transcription by RNA polymerase II; regulation of neural precursor cell proliferation","RNA polymerase II transcription regulatory region sequence-specific DNA binding; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17E87","AAEL003901","AAEL003901-PA.",NA,NA,NA,"zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17EP7","AAEL003731","Nuclear body associated kinase, putative.","non-specific serine/threonine protein kinase",NA,NA,"ATP binding; protein serine/threonine kinase activity; protein tyrosine kinase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17ET2","AAEL003688","AAEL003688-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17F60","AAEL003560","POU domain protein.","POU domain protein",NA,"brain development; dendrite morphogenesis; regulation of antimicrobial peptide biosynthetic process; regulation of developmental process","DNA-binding transcription activator activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17FE8","AAEL003407","AAEL003407-PA.",NA,NA,"cell differentiation; mRNA processing; RNA splicing","mRNA 3'-UTR binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17FE9","AAEL003414","AAEL003414-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17FH2","AAEL003420","AAEL003420-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17FK6","AAEL003375","AAEL003375-PA.",NA,NA,"cell division; negative regulation of BMP signaling pathway",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17FK7","AAEL003381","AAEL003381-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17FQ2","AAEL003357","AAEL003357-PA.",NA,NA,"endocytic recycling; endocytosis","guanyl-nucleotide exchange factor activity; phosphatidylinositol phosphate binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17FY6","AAEL003252","AAEL003252-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17G33","AAEL003208","Tubby, putative; Belongs to the TUB family.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17GF1","AAEL003092","AAEL003092-PA.",NA,NA,"cell-matrix adhesion","serine-type endopeptidase inhibitor activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17GH6","AAEL003014","AAEL003014-PA.",NA,NA,"regulation of transcription by RNA polymerase II","DNA-binding transcription factor activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17GN3","AAEL002928","AAEL002928-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II transcription regulatory region sequence-specific DNA binding; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17GU4","AAEL002896","AAEL002896-PA.",NA,NA,NA,"N-methyltransferase activity; protein methyltransferase activity; S-adenosylmethionine-dependent methyltransferase activity; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17ID1","AAEL002369","AAEL002369-PA.",NA,NA,"regulation of DNA-templated transcription",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17JX3","AAEL001901","AAEL001901-PA.","small monomeric GTPase",NA,NA,"GTP binding; GTPase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17KB4","AAEL001738","AAEL001738-PA.","small monomeric GTPase",NA,NA,"GTP binding; GTPase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17KU9","AAEL001571","AAEL001571-PA.",NA,NA,NA,"calcium channel regulator activity; GTP binding; GTPase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17L17","AAEL001503","Sodium/hydrogen exchanger; Belongs to the monovalent cation:proton antiporter 1 (CPA1) transporter (TC 2.A.36) family.","Sodium/hydrogen exchanger",NA,"regulation of intracellular pH; sodium ion import across plasma membrane","potassium:proton antiporter activity; sodium:proton antiporter activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17MT2","AAEL000857","AAEL000857-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II transcription regulatory region sequence-specific DNA binding; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17NP6","AAEL000597","AAEL000597-PA; Cadherins are calcium-dependent cell adhesion proteins.",NA,"Cadherins are calcium-dependent cell adhesion proteins","axon extension involved in axon guidance; cell migration; homophilic cell adhesion via plasma membrane adhesion molecules; ommatidial rotation; R7 cell development; R8 cell development","beta-catenin binding; cadherin binding; calcium ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q17NS1","AAEL000623","AAEL000623-PA.",NA,NA,"gliogenesis","DNA-binding transcription activator activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q1DGD9","AAEL015672","AAEL015672-PA.","Novel acetylcholine receptor chaperone",NA,"chaperone-mediated protein complex assembly; positive regulation of protein localization to cell surface",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q1DGJ8","AAEL015603","Ceramide kinase.",NA,NA,"ceramide metabolic process","ceramide kinase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0065007","Biological regulation",99,5986,0.19,0.47,0.00014,"Q1HR82","AAEL013359","DEAD box ATP-dependent RNA helicase; Belongs to the DEAD box helicase family.","Eukaryotic initiation factor 4A",NA,"regulation of gene expression","ATP binding; hydrolase activity; RNA binding; RNA helicase activity; translation initiation factor activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0046834","Lipid phosphorylation",5,14,1.53,0.75,0.0018,"Q16HZ7","AAEL013847","Diacylglycerol kinase, zeta, iota.",NA,NA,"phospholipase C-activating G protein-coupled receptor signaling pathway","ATP binding; ATP-dependent diacylglycerol kinase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0046834","Lipid phosphorylation",5,14,1.53,0.75,0.0018,"Q16HZ8","AAEL013849","Diacylglycerol kinase, zeta, iota.",NA,NA,"phospholipase C-activating G protein-coupled receptor signaling pathway","ATP binding; ATP-dependent diacylglycerol kinase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0046834","Lipid phosphorylation",5,14,1.53,0.75,0.0018,"Q16PA7","AAEL011709","Diacylglycerol kinase.","Diacylglycerol kinase",NA,"phospholipase C-activating G protein-coupled receptor signaling pathway","ATP binding; ATP-dependent diacylglycerol kinase activity; metal ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0046834","Lipid phosphorylation",5,14,1.53,0.75,0.0018,"Q17CH0","AAEL004542","AAEL004542-PA.",NA,NA,"ceramide metabolic process","ceramide kinase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0046834","Lipid phosphorylation",5,14,1.53,0.75,0.0018,"Q1DGJ8","AAEL015603","Ceramide kinase.",NA,NA,"ceramide metabolic process","ceramide kinase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
