"uniprot_id","protein_name","species","mirna","mirna_expression","common_mirna","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","interpro_description_ips","signature_description_ips","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Q17K23","PTP4A1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0016020","Membrane",120,3921,0.14,0.34,0.0081,"AAEL001798",NA,NA,NA,NA,NA,"Protein tyrosine serine threonine phosphatase activity. It is involved in the biological process described with protein dephosphorylation","PTP4A1","DSPc,Y_phosphatase",NA,"Polymorphic toxin system, DSP-PTPase phosphatase","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17K92","RHBDL3","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0016020","Membrane",120,3921,0.14,0.34,0.0081,"AAEL001755",NA,NA,NA,NA,"calcium ion binding","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","RHBDL3","EF-hand_7,Rhomboid",NA,NA,"GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17K93","RHBDL3","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0016020","Membrane",120,3921,0.14,0.34,0.0081,"AAEL001749","Rhomboid-like protein; Belongs to the peptidase S54 family.","Peptidase S54 rhomboid domain-containing protein",NA,NA,"serine-type endopeptidase activity","Rhomboid family","RHBDL3","EF-hand_7,Rhomboid","Peptidase S54, rhomboid domain","Rhomboid domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17LP8","SEC24B","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0016020","Membrane",120,3921,0.14,0.34,0.0081,"AAEL001273",NA,NA,NA,"COPII-coated vesicle cargo loading; intracellular protein transport","SNARE binding; zinc ion binding","Sec23/Sec24 zinc finger","SEC24B","Gelsolin,Sec23_BS,Sec23_helical,Sec23_trunk,zf-Sec23_Sec24","Sec23/Sec24, beta-sandwich","Sec23/Sec24 beta-sandwich domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MI1","CALR","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0016020","Membrane",120,3921,0.14,0.34,0.0081,"AAEL001005","Calreticulin.","Calreticulin","Molecular calcium-binding chaperone promoting folding, oligomeric assembly and quality control in the ER via the calreticulin/calnexin cycle. This lectin may interact transiently with almost all of the monoglucosylated glycoproteins that are synthesized in the ER","ERAD pathway; protein folding","calcium ion binding; carbohydrate binding; unfolded protein binding","Calreticulin","CALR","Calreticulin","Calreticulin/calnexin","Calreticulin family","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MX1","Q17MX1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0016020","Membrane",120,3921,0.14,0.34,0.0081,"AAEL000868",NA,NA,NA,NA,NA,"Domain present in PSD-95, Dlg, and ZO-1/2.",NA,"PDZ","PDZ domain","PDZ domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MX6","DFNB31","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0016020","Membrane",120,3921,0.14,0.34,0.0081,"AAEL000908",NA,NA,NA,NA,NA,"Domain present in PSD-95, Dlg, and ZO-1/2.","DFNB31","PDZ","PDZ domain","PDZ domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MX7","Q17MX7","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0016020","Membrane",120,3921,0.14,0.34,0.0081,"AAEL000891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17N01","uzip","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0016020","Membrane",120,3921,0.14,0.34,0.0081,"AAEL000860",NA,NA,NA,NA,NA,NA,"uzip","DUF3421",NA,NA,"GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17N19","Q17N19","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0016020","Membrane",120,3921,0.14,0.34,0.0081,"AAEL000818","Putative G-protein coupled receptor (GPCR).",NA,NA,NA,"G protein-coupled receptor activity","7 transmembrane sweet-taste receptor of 3 GCPR",NA,"7tm_3","GPCR family 3, C-terminal","7 transmembrane sweet-taste receptor of 3 GCPR","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17N40","ABHD17B","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0016020","Membrane",120,3921,0.14,0.34,0.0081,"AAEL000805",NA,"palmitoyl-protein hydrolase",NA,NA,"palmitoyl-(protein) hydrolase activity","Chlamydia CHLPS protein (DUF818)","ABHD17B","Hydrolase_4","Serine aminopeptidase, S33","Serine aminopeptidase, S33","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NJ1","TOLL8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0016020","Membrane",120,3921,0.14,0.34,0.0081,"TOLL8",NA,NA,NA,"axis elongation; convergent extension; neuron development; regulation of macromolecule biosynthetic process; signal transduction",NA,"Toll - interleukin 1 - resistance",NA,"LRR_5,LRR_8,TIR,TIR_2","Leucine-rich repeat","Leucine rich repeat","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NM9","TMEM64","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0016020","Membrane",120,3921,0.14,0.34,0.0081,"AAEL000649",NA,"VTT domain-containing protein",NA,"regulation of cytosolic calcium ion concentration",NA,"SNARE associated Golgi protein","TMEM64","SNARE_assoc","VTT domain","VTT domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NP6","hmr-1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0016020","Membrane",120,3921,0.14,0.34,0.0081,"AAEL000597","AAEL000597-PA; Cadherins are calcium-dependent cell adhesion proteins.",NA,"Cadherins are calcium-dependent cell adhesion proteins","axon extension involved in axon guidance; cell migration; homophilic cell adhesion via plasma membrane adhesion molecules; ommatidial rotation; R7 cell development; R8 cell development","beta-catenin binding; cadherin binding; calcium ion binding","Cadherins are calcium-dependent cell adhesion proteins","hmr-1","Cadherin,Cadherin_C,EGF,Laminin_G_2,hEGF","DE-cadherin-like, Ig-like domain","DE-cadherin, Ig-like domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NY9","MAOB","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0016020","Membrane",120,3921,0.14,0.34,0.0081,"AAEL000542","Amine oxidase.","Amine oxidase","Catalyzes the oxidative deamination of primary and some secondary amines such as neurotransmitters, and exogenous amines including the tertiary amine, neurotoxin 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP), with concomitant reduction of oxygen to hydrogen peroxide and participates in the metabolism of neuroactive and vasoactive amines in the central nervous system and peripheral tissues. Preferentially degrades benzylamine and phenylethylamine",NA,"primary methylamine oxidase activity","Flavin containing amine oxidoreductase","MAOB","Amino_oxidase","Amine oxidase","Flavin containing amine oxidoreductase","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17PG3","RYK","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0016020","Membrane",120,3921,0.14,0.34,0.0081,"AAEL000324","Tyrosine-protein kinase drl.","receptor protein-tyrosine kinase",NA,"axon guidance; cell surface receptor protein tyrosine kinase signaling pathway; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction; salivary gland morphogenesis","ATP binding; protein heterodimerization activity; protein tyrosine kinase activity","WIF domain","RYK","Pkinase_Tyr,WIF","WIF domain","WIF domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17PT9","KCNA2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0016020","Membrane",120,3921,0.14,0.34,0.0081,"AAEL000242","AAEL000242-PA; Belongs to the potassium channel family.",NA,NA,"action potential; protein homooligomerization; sleep","delayed rectifier potassium channel activity","Belongs to the potassium channel family","KCNA2","BTB_2,Ion_trans,K_channel_TID","Potassium channel tetramerisation-type BTB domain","BTB/POZ domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17PU2","DYX1C1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0016020","Membrane",120,3921,0.14,0.34,0.0081,"AAEL000247",NA,"Dynein axonemal assembly factor 4",NA,"cilium movement; inner dynein arm assembly; nervous system development; outer dynein arm assembly",NA,"TPR repeat","DYX1C1","CS,TPR_8","CS domain","CS domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q1DGK7","PROM1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0016020","Membrane",120,3921,0.14,0.34,0.0081,"AAEL015593",NA,NA,NA,NA,NA,"Prominin","PROM1","Prominin","Prominin","Prominin","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q1HQG4","TMEM18","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0016020","Membrane",120,3921,0.14,0.34,0.0081,"AAEL012169","Predicted membrane protein.","Transmembrane protein 18",NA,NA,"DNA binding","Transmembrane protein 18","TMEM18","TMEM18","Transmembrane protein 18","Transmembrane protein 18","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q1HR69","HSPA5","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0016020","Membrane",120,3921,0.14,0.34,0.0081,"Q1HR69_AEDAE","Heat shock cognate 70; Belongs to the heat shock protein 70 family.",NA,NA,NA,"ATP binding; ATP-dependent protein folding chaperone","MreB/Mbl protein","HSPA5","HSP70","Heat shock protein 70 family","Hsp70 protein","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q1HRN7","SSR3","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0016020","Membrane",120,3921,0.14,0.34,0.0081,"AAEL007441","Translocon-associated complex TRAP gamma subunit.","Translocon-associated protein subunit gamma","TRAP proteins are part of a complex whose function is to bind calcium to the ER membrane and thereby regulate the retention of ER resident proteins","SRP-dependent cotranslational protein targeting to membrane",NA,"Translocon-associated protein","SSR3","TRAP-gamma","Translocon-associated protein subunit gamma","Translocon-associated protein, gamma subunit (TRAP-gamma)","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"J9E9F1","POLR3B","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"J9E9F1_AEDAE","DNA-directed RNA polymerase subunit beta; DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates.","DNA-directed RNA polymerase subunit beta","DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates","defense response to virus; innate immune response; transcription by RNA polymerase III","DNA binding; DNA-directed RNA polymerase activity; ribonucleoside binding; zinc ion binding","DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates","POLR3B","RNA_pol_Rpb2_1,RNA_pol_Rpb2_2,RNA_pol_Rpb2_3,RNA_pol_Rpb2_4,RNA_pol_Rpb2_5,RNA_pol_Rpb2_6,RNA_pol_Rpb2_7","RNA polymerase Rpb2, domain 5","RNA polymerase Rpb2, domain 5","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"J9EBD1","CHEK1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"J9EBD1_AEDAE","AAEL017382-PA; Belongs to the protein kinase superfamily.","non-specific serine/threonine protein kinase",NA,"DNA damage response; mitotic DNA replication checkpoint signaling","ATP binding; protein serine/threonine kinase activity","Protein tyrosine kinase","CHEK1","Pkinase","Protein kinase domain","Protein kinase domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"J9HFE1","TUFM","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"J9HFE1_AEDAE","Elongation factor Tu.","Elongation factor Tu",NA,"mitochondrial translational elongation","GTP binding; GTPase activity; metal ion binding; translation elongation factor activity","This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis","TUFM","GTP_EFTU,GTP_EFTU_D2,GTP_EFTU_D3","Domain of unknown function DUF7083","Domain of unknown function (DUF7083)","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"J9HTV7","CNBP","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL801114",NA,"CCHC-type domain-containing protein",NA,NA,"nucleic acid binding; zinc ion binding","Zinc knuckle","CNBP","zf-CCHC,zf-CCHC_4","Zinc finger, CCHC-type","Zinc knuckle","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"J9HYQ9","EEF1A1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"J9HYQ9_AEDAE","Elongation factor 1-alpha; This protein promotes the GTP-dependent binding of aminoacyl- tRNA to the A-site of ribosomes during protein biosynthesis.","Elongation factor 1-alpha","This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis",NA,"GTP binding; GTPase activity; translation elongation factor activity","This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis","EEF1A1","GTP_EFTU,GTP_EFTU_D2,GTP_EFTU_D3","GTP-eEF1A, C-terminal domain","GTP-eEF1A C-terminal domain-like","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0C745","HINFP","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL000065",NA,NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II transcription regulatory region sequence-specific DNA binding; zinc ion binding","zinc finger","HINFP","zf-C2H2,zf-C2H2_4",NA,NA,"GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0C7A8","MTMR9","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL000053",NA,NA,NA,"negative regulation of autophagy; phosphatidylinositol dephosphorylation","protein phosphatase binding","Belongs to the protein-tyrosine phosphatase family. Non-receptor class myotubularin subfamily","MTMR9","Myotub-related","Myotubularin-like, phosphatase domain","Myotubularin-like phosphatase domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IE94","GCSH","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL012974","Glycine cleavage system H protein; The H protein shuttles the methylamine group of glycine from the P protein to the T protein; Belongs to the GcvH family.","Glycine cleavage system H protein","The H protein shuttles the methylamine group of glycine from the P protein to the T protein","glycine decarboxylation via glycine cleavage system; protein lipoylation",NA,"The H protein shuttles the methylamine group of glycine from the P protein to the T protein","GCSH","GCV_H","Glycine cleavage system H-protein/Simiate","Glycine cleavage H-protein","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IEI4","Q0IEI4","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL010308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IEV0","TRERF1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL007995",NA,NA,NA,"regulation of transcription by RNA polymerase II","DNA binding; transcription corepressor activity; zinc ion binding","ELM2","TRERF1","ELM2,Myb_DNA-binding,zf-C2H2,zf-C2H2_6","ELM2 domain","ELM2 domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IFA2","TEKT2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL006399",NA,"Tektin",NA,"cilium assembly; cilium movement involved in cell motility",NA,"Tektin family","TEKT2","Tektin","Tektin-like","Tektin family","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IG29","SMYD4","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL003527",NA,"Protein-lysine N-methyltransferase SMYD4","Protein-lysine N-methyltransferase. Monomethylates PRMT5, modulating its transcriptional activity. May also act as a histone methyltransferase. Plays a critical role in cardiac development. Acts as a key epigenetic regulator of gene expression during cardiac development via its dual activities as a methyltransferase and negative regulator of HDAC1","compound eye photoreceptor development; methylation","histone deacetylase binding; N-methyltransferase activity; protein methyltransferase activity; S-adenosylmethionine-dependent methyltransferase activity; zinc ion binding","SET domain","SMYD4","SET,zf-MYND","Zinc finger, MYND-type","MYND finger","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IGF7","SUPT20H","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL000397",NA,NA,NA,NA,NA,"transcription cofactor activity","SUPT20H","Spt20",NA,NA,"GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16EE7","FLOT1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL015235","AAEL015235-PA; Belongs to the band 7/mec-2 family. Flotillin subfamily.",NA,NA,"positive regulation of cell junction assembly; positive regulation of cell-cell adhesion mediated by cadherin; positive regulation of endocytosis; protein kinase C signaling; protein localization to plasma membrane; regulation of receptor internalization","protease binding","Flotillin","FLOT1","Band_7,Flot","Flotillin, C-terminal domain","Flotillin","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16EM3","Q16EM3","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL015101",NA,NA,NA,"negative regulation of macromolecule biosynthetic process","DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II transcription regulatory region sequence-specific DNA binding; zinc ion binding","C2H2-type zinc finger",NA,"zf-C2H2","Zinc finger C2H2-type","Zinc finger, C2H2 type","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16F16","FKBP8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL014933","Peptidylprolyl isomerase.","peptidylprolyl isomerase",NA,"negative regulation of apoptotic process","peptidyl-prolyl cis-trans isomerase activity; protein folding chaperone","Peptidylprolyl isomerase","FKBP8","FKBP_C,TPR_1,TPR_2,TPR_8","FKBP-type peptidyl-prolyl cis-trans isomerase domain","FKBP-type peptidyl-prolyl cis-trans isomerase","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16F46","ARHGAP18","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL014901",NA,NA,NA,"regulation of actin filament polymerization; regulation of small GTPase mediated signal transduction; signal transduction","GTPase activator activity","GTPase-activator protein for Rho-like GTPases","ARHGAP18","RhoGAP","Rho GTPase-activating protein domain","RhoGAP domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16FK4","LRBA","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL014730",NA,NA,NA,"protein localization","protein kinase binding","Neurobeachin","LRBA","Beach,DUF1088,DUF4704,Laminin_G_3,PH_BEACH,WD40","Neurobeachin, beta-propeller domain","Neurobeachin beta propeller domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16G14","cad","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL014557",NA,NA,NA,"animal organ morphogenesis; anterior/posterior axis specification; cell differentiation","DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II transcription regulatory region sequence-specific DNA binding","Homeobox protein CDX","cad","Homeobox","Homeodomain","Homeodomain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16G89","Q16G89","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL014485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16H46","COA4","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL014157",NA,NA,NA,"mitochondrial cytochrome c oxidase assembly",NA,"Cytochrome c oxidase assembly factor 4 homolog, mitochondrial-like","COA4","CHCH",NA,NA,"GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16H74","Q16H74","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL014132",NA,NA,NA,"protein transport",NA,"Arrestin (or S-antigen), C-terminal domain",NA,"Arrestin_C,Arrestin_N","Arrestin-like, N-terminal","Arrestin (or S-antigen), N-terminal domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16HG5","CELF3","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL014033",NA,NA,NA,NA,"RNA binding","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","CELF3","RRM_1","RNA recognition motif domain","RNA recognition motif","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16HK0","GNB4","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL013997",NA,NA,NA,"signal transduction",NA,"Guanine nucleotide-binding protein","GNB4","WD40","G-protein subunit beta 1-5","G protein beta WD-40 repeat protein","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16I15","chinmo","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL013830","Bmp-induced factor.",NA,NA,"animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II","zinc ion binding","Broad-Complex, Tramtrack and Bric a brac","chinmo","BTB,zf-C2H2,zf-C2H2_4","Zinc finger C2H2-type","Zinc finger, C2H2 type","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16I75","PRDM1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL013770","Zinc finger protein.",NA,NA,"adaptive immune response; cell fate commitment; innate immune response","DNA-binding transcription repressor activity, RNA polymerase II-specific; N-methyltransferase activity; protein methyltransferase activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding; S-adenosylmethionine-dependent methyltransferase activity; zinc ion binding","SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain","PRDM1","SET,zf-C2H2","SET domain","PR domain zinc finger protein 2, PR domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16IF7","Q16IF7","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL009448",NA,NA,NA,"chromatin organization; regulation of cell cycle; regulation of macromolecule metabolic process; regulation of nucleobase-containing compound metabolic process",NA,NA,NA,NA,NA,NA,"GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16II4","Q16II4","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL013651",NA,NA,NA,"regulation of gene expression","zinc ion binding","Zinc-finger of C2H2 type",NA,"zf-C2H2","Zinc finger C2H2-type","Zinc finger, C2H2 type","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16II5","Q16II5","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL013654",NA,NA,NA,"regulation of transcription by RNA polymerase II",NA,"Zinc finger, C2H2 type",NA,"BTB,zf-C2H2,zf-H2C2_2","BTB/POZ domain","BTB/POZ domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16IW8","SYN3","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0005622","Intracellular anatomical structure",230,8713,0.07,0.32,0.0083,"AAEL013529",NA,NA,NA,"neurotransmitter secretion",NA,"It is involved in the biological process described with neurotransmitter secretion","SYN3","Synapsin,Synapsin_C,Synapsin_N","Synapsin, ATP-binding domain","Synapsin, ATP binding domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
