#node	identifier	domain_summary_url	annotation	other_names_and_aliases	kegg_id
AAEL008948	7159.Q16XA3	AAEL008948-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=650:NRF(63|178)+TRANS(186|208)+Pfam_Acyl_transf_3(248|636)+	5571321,AAEL008948,AAEL008948-PA,Nose resistant to fluoxetine protein 6,Q16XA3,Q16XA3_AEDAE,XM_001653558.1,XP_001653608,XP_001653608.1,aag:5571321	aag:5571321
AAEL009085	7159.Q16WV5	AAEL009085-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=491:Pfam_CRAL_TRIO_2(124|258)+RhoGAP(303|476)+	5571449,AAEL009085,AAEL009085-PA,Q16WV5,Q16WV5_AEDAE,Rho GTPase-activating protein 1,Rho GTPase-activating protein 68F,XM_001659652.1,XP_001659702.1,XP_021695479,aag:5571449	aag:5571449
AAEL009092	7159.Q16WU6	AAEL009092-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=387:TRANS(43|60)+HOX(73|135)+TLC(134|334)+	2.3.1.291,5571461,AAEL009092,AAEL009092-PA,Ceramide synthase 6,EC 2.3.1.291,Q16WU6,Q16WU6_AEDAE,Sphingoid base N-palmitoyltransferase,XM_001659661.1,XP_001659711,XP_001659711.1,aag:5571461	aag:5571461
AAEL009175	7159.Q16WM1	AAEL009175-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=1393:LRR(18|41)+LRR_TYP(42|65)+LRR(67|89)+LRR(91|113)+LRR_TYP(114|137)+LRRCT(149|198)+LRRNT(213|245)+LRR(239|263)+LRR(265|287)+LRR_TYP(288|311)+LRR(312|335)+LRR_TYP(336|359)+LRRCT(371|420)+LRRNT(437|469)+LRR_TYP(489|512)+LRR(514|536)+LRR(537|560)+LRRCT(572|621)+LRRNT(633|665)+LRR_TYP(684|707)+LRR(708|731)+LRR_TYP(732|755)+LRRCT(767|816)+EGF(829|863)+EGF(868|902)+EGF_CA(904|940)+EGF(945|980)+EGF_CA(982|1018)+EGF(1032|1067)+LamG(1090|1226)+EGF(1271|1305)+CT(1324|1393)+	5571592,AAEL009175,AAEL009175-PA,LOW QUALITY PROTEIN: protein slit,Q16WM1,Q16WM1_AEDAE,Slit 2,Slit protein,XM_001659750.1,XP_001659800.1,XP_021709128,aag:5571592	aag:5571592
AAEL009240	7159.Q16WF1	AAEL009240-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=860:TRANS(343|365)+Pfam_Abhydrolase_3(530|630)+	5571711,AAEL009240,AAEL009240-PA,Neurotactin,Q16WF1,Q16WF1_AEDAE,XM_001659807.1,XP_001659857,XP_001659857.1,aag:5571711	aag:5571711
AAEL009304	7159.Q16WA7	AAEL009304-PA; Belongs to the syntaxin family.	https://smart.embl.de/smart/DDvec.cgi?smart=291:SynN(9|130)+t_SNARE(171|238)+	5576630,AAEL009304,AAEL009304-PA,Q16WA7,Q16WA7_AEDAE,Syntaxin,Syntaxin 1A,Syntaxin-1A isoform X1,XM_001659839.1,XP_001659889.1,XP_021695759,aag:5576630	aag:5576630
AAEL009377	7159.Q16W03	AAEL009377-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=184:RAS(1|167)+	5571900,AAEL009377,AAEL009377-PA,Q16W03,Q16W03_AEDAE,Ras-like protein 3,Ras-related protein Rap-1A,XM_001653762.1,XP_001653812.1,XP_021708280,aag:5571900	aag:5571900
AAEL009400	7159.Q16VZ3	AAEL009400-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=418:Pfam_CAF1(83|208)+Pfam_CAF1(202|306)+	5571904,AAEL009400,AAEL009400-PA,CCR4-NOT transcription complex subunit 7/8,Q16VZ3,Q16VZ3_AEDAE,XM_001659952.1,XP_001660002,XP_001660002.1,aag:5571904	aag:5571904
AAEL009448	7159.Q16IF7	AAEL009448-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=290:Pfam_DUF1325(151|281)+	5571951,5572768,AAEL009448,AAEL009448-PA,AAEL010025,AAEL010025-PA,AAEL013687,AAEL013687-PA,Q16IF7,Q16IF7_AEDAE,SAGA-associated factor 29,XM_001660005.1,XM_001660539.1,XM_001663815.1,XP_001660055,XP_001660055.1,XP_001660589.1,XP_001663865.1,aag:5571951	aag:5571951
AAEL009451	7159.Q16VS2	AAEL009451-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=376:ACTIN(6|376)+	5571971,AAEL009451,AAEL009451-PA,Actin, muscle-type A2,Q16VS2,Q16VS2_AEDAE,XM_001660023.1,XP_001660073,XP_001660073.1,aag:5571971	aag:5571971
AAEL009467	7159.Q16VR4	AAEL009467-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=163:ADF(27|149)+	5571976,AAEL009467,AAEL009467-PA,Coactosin-like protein,Q16VR4,Q16VR4_AEDAE,XM_001660031.1,XP_001660081,XP_001660081.1,aag:5571976	aag:5571976
AAEL009484	7159.Q16VP6	AAEL009484-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=278:DM5(121|220)+	5571996,AAEL009484,AAEL009484-PA,Q16VP6,Q16VP6_AEDAE,Uncharacterized protein LOC5571996 isoform X2,XM_001660050.1,XP_001660099,XP_001660100.1,aag:5571996	aag:5571996
AAEL009515	7159.Q16VM1	AAEL009515-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=1157:Pfam_PWWP(1058|1149)+	AAEL009515,AAEL009515-PA,Q16VM1,Q16VM1_AEDAE,XM_001660132.1,XP_001660182.1	
AAEL009587	7159.Q16VF3	AAEL009587-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=144:TRANS(118|140)+	5564863,AAEL009587,AAEL009587-PA,Organic cation transporter protein,Q16VF3,Q16VF3_AEDAE,XM_001660217.1,XP_001660267.1,XP_021704848,aag:5564863	aag:5564863
AAEL009626	7159.Q16VA2	Ankyrin repeat domain protein.	https://smart.embl.de/smart/DDvec.cgi?smart=545:ANK(1|30)+ANK(34|68)+ANK(70|99)+ANK(103|132)+ANK(137|166)+ANK(215|244)+ANK(248|277)+ANK(281|310)+ANK(344|373)+ANK(377|407)+ANK(411|442)+ANK(446|475)+ANK(479|509)+ANK(513|544)+	AAEL009626,AAEL009626-PA,Ankyrin repeat domain protein,Q16VA2,Q16VA2_AEDAE,XM_001660237.1,XP_001660287.1	
AAEL009630	7159.Q16VA1	Phosphodiesterase.	https://smart.embl.de/smart/DDvec.cgi?smart=1022:HDc(102|269)+	3.1.4.-,3.1.4.35,5572215,AAEL009630,EC 3.1.4.35,Phosphodiesterase,Q16VA1,Q16VA1_AEDAE,XM_001660239.1,XP_001660289.1,XP_021708714,aag:5572215	aag:5572215
AAEL009778	7159.Q16UW3	AAEL009778-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=109:	5572388,AAEL009778,AAEL009778-PA,Q16UW3,Q16UW3_AEDAE,Uncharacterized protein LOC5572388,XM_001653987.1,XP_001654037,XP_001654037.1,aag:5572388	aag:5572388
AAEL009786	7159.Q16UU9	AAEL009786-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=466:zf-AD(69|144)+	5572402,AAEL009786,AAEL009786-PA,Q16UU9,Q16UU9_AEDAE,XM_001660294.1,XP_001660344,XP_001660344.1,Zinc finger protein 853,aag:5572402	aag:5572402
AAEL009838	7159.Q16UP5	AAEL009838-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=1550:Pfam_hGDE_N(53|151)+Pfam_Alpha-amylase(175|276)+Pfam_hGDE_central(733|1001)+Pfam_GDE_C(1068|1538)+	2.4.1.25,3.2.1.33,5572509,AAEL009838,AAEL009838-PA,EC 2.4.1.25,EC 3.2.1.33,Glycogen debranching enzyme,Glycogen debranching enzyme isoform X1,Q16UP5,Q16UP5_AEDAE,XM_001660397.1,XP_001660447,XP_001660447.1,aag:5572509	aag:5572509
AAEL009869	7159.Q16UK9	AAEL009869-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=4525:LDLa(21|70)+LDLa(72|110)+LDLa(112|149)+LDLa(151|195)+EGF_like(192|232)+EGF_CA(233|271)+LY(299|339)+LY(342|384)+LY(385|425)+LY(426|468)+LY(469|511)+EGF(541|585)+LY(616|657)+LY(658|700)+LY(701|744)+LY(745|787)+LY(788|829)+EGF_like(859|902)+LDLa(913|952)+LDLa(954|991)+LDLa(993|1031)+LDLa(1033|1071)+LDLa(1073|1111)+LDLa(1116|1155)+LDLa(1157|1197)+LDLa(1201|1241)+EGF(1243|1280)+EGF_CA(1281|1320)+LY(1389|1431)+LY(1432|1477)+LY(1478|1520)+LY(1522|1564)+EGF(1591|1628)+LY(1706|1750)+LY(1754|1804)+LY(1805|1846)+LY(1847|1889)+EGF(1915|1952)+LY(1978|2023)+LY(2024|2070)+LY(2071|2114)+LY(2115|2157)+LY(2158|2198)+EGF(2228|2271)+LY(2345|2386)+LY(2387|2431)+LY(2432|2474)+LY(2475|2515)+EGF_like(2543|2581)+LDLa(2586|2625)+LDLa(2627|2664)+LDLa(2666|2707)+LDLa(2710|2750)+LDLa(2752|2791)+LDLa(2795|2835)+LDLa(2837|2885)+EGF_like(2888|2925)+LDLa(2930|2967)+LDLa(2971|3009)+EGF_CA(3008|3049)+EGF_CA(3050|3091)+LY(3118|3160)+LY(3167|3209)+LY(3210|3252)+LY(3254|3297)+LY(3298|3340)+EGF(3367|3421)+LDLa(3423|3463)+LDLa(3465|3502)+LDLa(3503|3543)+LDLa(3545|3585)+LDLa(3587|3629)+LDLa(3630|3669)+LDLa(3673|3710)+LDLa(3712|3749)+LDLa(3756|3795)+LDLa(3797|3838)+LDLa(3842|3880)+EGF(3883|3923)+EGF_CA(3924|3965)+LY(3993|4033)+LY(4042|4090)+LY(4091|4134)+LY(4135|4178)+LY(4179|4220)+EGF(4249|4289)+EGF(4297|4333)+TRANS(4348|4370)+	5572546,AAEL009869,AAEL009869-PA,Low density lipoprotein-related protein 2,Q16UK9,Q16UK9_AEDAE,XM_001660419.1,XP_001660469,XP_001660469.1,aag:5572546	aag:5572546
AAEL009871	7159.Q16UK1	AAEL009871-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=1384:Pfam_CSN8_PSD8_EIF3K(271|413)+Pfam_MCM3AP_GANP(830|1116)+	5572545,AAEL009871,AAEL009871-PA,Protein xmas-2,Q16UK1,Q16UK1_AEDAE,XM_001660427.1,XP_001660477,XP_001660477.1,aag:5572545	aag:5572545
AAEL009915	7159.Q16UG5	AAEL009915-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=1970:Pfam_Rootletin(41|263)+	5572577,AAEL009915,AAEL009915-PA,Q16UG5,Q16UG5_AEDAE,Rootletin,Rootletin isoform X1,XM_001654051.1,XP_001654101.1,XP_021713034,aag:5572577	aag:5572577
AAEL009938	7159.Q16UD8	AAEL009938-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=288:Pfam_FR47(190|274)+	5572619,AAEL009938,AAEL009938-PA,Q16UD8,Q16UD8_AEDAE,Uncharacterized protein LOC5572619,XM_001660432.1,XP_001660482,XP_001660482.1,aag:5572619	aag:5572619
AAEL009947	7159.Q16UC4	Homeotic antennapedia protein, putative.	https://smart.embl.de/smart/DDvec.cgi?smart=325:HOX(245|307)+	5572676,AAEL009947,AAEL009947-PA,Antp family, other,Homeotic antennapedia protein, putative,Homeotic protein antennapedia isoform X1,Q16UC4,Q16UC4_AEDAE,XM_001660446.1,XP_001660496.1,XP_021694197,aag:5572676	aag:5572676
AAEL009966	7159.Q16UA9	AAEL009966-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=364:Pfam_Gypsy(5|349)+	AAEL009966,AAEL009966-PA,Q16UA9,Q16UA9_AEDAE,XM_001660461.1,XP_001660511.1	
AAEL009987	7159.Q16U90	AAEL009987-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=585:TUDOR(439|497)+	110679470,5572710,AAEL009987,AAEL009987-PA,Krimper,Q16U90,Q16U90_AEDAE,Uncharacterized protein LOC110679470,XM_001660480.1,XP_001660530.1,XP_021709836,aag:110679470	aag:110679470
AAEL009988	7159.Q16U87	AAEL009988-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=1167:PDZ(912|987)+PDZ(1092|1167)+	AAEL009988,AAEL009988-PA,Q16U87,Q16U87_AEDAE,XM_001660483.1,XP_001660533.1	
AAEL010022	7159.Q16U41	AAEL010022-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=1445:	110675914,AAEL010022,AAEL010022-PA,Q16U41,Q16U41_AEDAE,Uncharacterized protein LOC110675914,XM_001660529.1,XP_001660579.1,XP_021697629,aag:110675914	aag:110675914
AAEL010041	7159.Q16U30	AAEL010041-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=341:SH2(214|300)+	5572773,AAEL010041,AAEL010041-PA,Q16U30,Q16U30_AEDAE,Tensin,Tensin-3 isoform X1,XM_001660540.1,XP_001660590,XP_001660590.1,aag:5572773	aag:5572773
AAEL010061	7159.Q16U10	AAEL010061-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=1808:TRANS(15|37)+Drf_FH3(134|321)+FH2(447|925)+	5572837,AAEL010061,AAEL010061-PA,Q16U10,Q16U10_AEDAE,XM_001660550.1,XP_001660600,XP_001660600.1,aag:5572837	aag:5572837
AAEL010093	7159.Q16TX6	AAEL010093-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=418:Pfam_DUF4802(191|255)+	AAEL010093,AAEL010093-PA,Q16TX6,Q16TX6_AEDAE,XM_001660584.1,XP_001660634.1	
AAEL010106	7159.Q16TV9	Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.	https://smart.embl.de/smart/DDvec.cgi?smart=670:Pfam_SNF(85|627)+	5572892,AAEL010106,Q16TV9,Q16TV9_AEDAE,Sodium-dependent dopamine transporter isoform X1,Transporter,XM_001654196.1,XP_001654246.1,XP_021696207,aag:5572892	aag:5572892
AAEL010126	7159.Q16TT9	Zinc finger protein.	https://smart.embl.de/smart/DDvec.cgi?smart=359:ZnF_C2H2(276|300)+ZnF_C2H2(306|330)+ZnF_C2H2(336|358)+	5572908,AAEL010126,AAEL010126-PA,Krueppel-like factor 6/7,Krueppel-like factor luna,Q16TT9,Q16TT9_AEDAE,XM_001660600.1,XP_001660650.1,XP_021698679,Zinc finger protein,aag:5572908	aag:5572908
AAEL010144	7159.Q16TR7	AAEL010144-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=1201:TSP1(25|71)+TSP1(203|260)+TSP1(262|319)+TSP1(320|374)+TSP1(460|519)+TSP1(553|609)+TSP1(611|671)+TSP1(673|731)+IG(761|838)+TSP1(986|1049)+TSP1(1109|1160)+	5572932,AAEL010144,AAEL010144-PA,AAEL801150,ADAMTS-like protein 1 isoform X1,Q16TR7,Q16TR7_AEDAE,XM_001654220.2,XP_001654270.2,XP_021700693,aag:5572932	aag:5572932
AAEL010198	7159.Q16TM2	AAEL010198-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=960:PDZ(705|780)+PDZ(885|960)+	AAEL010198,AAEL010198-PA,Q16TM2,Q16TM2_AEDAE,XM_001660622.1,XP_001660672.1	
AAEL010308	7159.Q0IEI4	AAEL010308-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=1036:	AAEL010308,AAEL010308-PA,Q0IEI4,Q0IEI4_AEDAE,XM_001654387.1,XP_001654437.1	
AAEL010373	7159.Q16T51	AAEL010373-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=245:CPDc(61|213)+	3.1.3.16,5573291,AAEL010373,AAEL010373-PA,AAEL010373-PB,CTD nuclear envelope phosphatase 1,EC 3.1.3.16,Q16T51,Q16T51_AEDAE,XM_001654455.1,XM_001654456.1,XP_001654505,XP_001654505.1,XP_001654506.1,aag:5573291	aag:5573291
AAEL010391	7159.Q16T61	Aldehyde oxidase.	https://smart.embl.de/smart/DDvec.cgi?smart=1245:Pfam_Fer2_2(86|161)+Pfam_FAD_binding_5(211|389)+CO_deh_flav_C(397|502)+Ald_Xan_dh_C(555|666)+Pfam_Ald_Xan_dh_C2(685|1185)+	1.17.1.4,1.17.3.2,5573282,AAEL010391,AAEL010391-PA,Aldehyde oxidase,EC 1.17.1.4,EC 1.17.3.2,Q16T61,Q16T61_AEDAE,XM_001654445.1,XP_001654495.1,XP_021695235,Xanthine dehydrogenase 1,Xanthine dehydrogenase/oxidase,aag:5573282	aag:5573282
AAEL010555	7159.Q16SL7	AAEL010555-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=844:HLH(12|62)+TRANS(202|224)+	5573523,AAEL010555,AAEL010555-PA,Q16SL7,Q16SL7_AEDAE,Sterol regulatory element-binding protein 1,XM_001660866.1,XP_001660916,XP_001660916.1,aag:5573523	aag:5573523
AAEL010584	7159.Q16SI7	Vesicular mannose-binding lectin.	https://smart.embl.de/smart/DDvec.cgi?smart=338:SIGNAL(1|32)+Pfam_Lectin_leg-like(41|266)+TRANS(304|326)+	5573534,AAEL010584,AAEL010584-PA,Lectin, mannose-binding 2,Q16SI7,Q16SI7_AEDAE,Vesicular integral-membrane protein VIP36,Vesicular mannose-binding lectin,XM_001654620.1,XP_001654670.1,XP_021693955,aag:5573534	aag:5573534
AAEL010642	7159.Q16SB6	AAEL010642-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=326:RRM(224|297)+	5573648,AAEL010642,AAEL010642-PA,Q16SB6,Q16SB6_AEDAE,RNA-binding protein 42 isoform X2,XM_001660924.1,XP_001660974,XP_001660974.1,aag:5573648	aag:5573648
AAEL010643	7159.Q16SB0	AAEL010643-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=91:Pfam_PBD(67|91)+	2.7.11.1,5575304,AAEL010643,AAEL010643-PA,EC 2.7.11.1,P21-activated kinase 1,Q16SB0,Q16SB0_AEDAE,Serine/threonine-protein kinase PAK 1 isoform X1,XM_001660930.1,XP_001660980.1,XP_021708522,aag:5575304	aag:5575304
AAEL010652	7159.Q16S94	AAEL010652-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=108:	AAEL010652,AAEL010652-PA,Q16S94,Q16S94_AEDAE,XM_001660946.1,XP_001660996.1	
AAEL010659	7159.Q16JG7	Lethal(2)essential for life protein, l2efl; Belongs to the small heat shock protein (HSP20) family.	https://smart.embl.de/smart/DDvec.cgi?smart=194:Pfam_HSP20(78|174)+	5577708,AAEL010659,AAEL010659-PA,AAEL013343,AAEL013343-PA,Lethal(2)essential for life protein, l2efl,Protein lethal(2)essential for life isoform X3,Q16JG7,Q16JG7_AEDAE,XM_001660958.1,XM_001663436.1,XP_001661008.1,XP_001663486,XP_001663486.1,aag:5577708	aag:5577708
AAEL010668	7159.Q16S95	Quinone oxidoreductase.	https://smart.embl.de/smart/DDvec.cgi?smart=461:Pfam_ADH_N(66|130)+Pfam_ADH_zinc_N_2(220|372)+	5573673,AAEL010668,AAEL010668-PA,Q16S95,Q16S95_AEDAE,Quinone oxidoreductase,XM_001660945.1,XP_001660995.1,XP_021698211,aag:5573673	aag:5573673
AAEL010716	7159.Q16S36	AAEL010716-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=476:Pfam_Plug_translocon(40|74)+Pfam_SecY(75|458)+	5573790,AAEL010716,AAEL010716-PA,Protein transport protein SEC61 subunit alpha,Protein transport protein Sec61 subunit alpha,Q16S36,Q16S36_AEDAE,XM_001660992.1,XP_001661042,XP_001661042.1,aag:5573790	aag:5573790
AAEL010783	7159.Q16RY8	AAEL010783-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=312:Pfam_Na_K-ATPase(14|307)+	5573862,AAEL010783,AAEL010783-PA,Q16RY8,Q16RY8_AEDAE,XM_001654843.1,XP_001654893,XP_001654893.1,aag:5573862	aag:5573862
AAEL010821	7159.Q1HR99	60S acidic ribosomal protein P0; Ribosomal protein P0 is the functional equivalent of E.coli protein L10.	https://smart.embl.de/smart/DDvec.cgi?smart=315:Pfam_Ribosomal_L10(5|106)+Pfam_Ribosomal_60s(231|314)+	5573974,60S acidic ribosomal protein P0,AAEL010821,Large subunit ribosomal protein LP0,Q1HR99,Q1HR99_AEDAE,XM_001654966.1,XP_001655016,XP_001655016.1,aag:5573974	aag:5573974
AAEL010835	7159.Q16RU6	Mitogen-activated protein kinase kinase kinase.	https://smart.embl.de/smart/DDvec.cgi?smart=944:Pfam_Pkinase_Tyr(72|311)+	AAEL010835,AAEL010835-PA,Mitogen-activated protein kinase kinase kinase,Q16RU6,Q16RU6_AEDAE,XM_001661034.1,XP_001661084.1	
AAEL010883	7159.Q16RP7	AAEL010883-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=801:Pfam_SNF(52|540)+	5574043,AAEL010883,AAEL010883-PA,Q16RP7,Q16RP7_AEDAE,XM_001661083.1,XP_001661133.1,XP_021698767,aag:5574043	aag:5574043
AAEL010892	7159.Q16RN4	AAEL010892-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=479:Pfam_CNDH2_C(80|299)+	5574056,AAEL010892,AAEL010892-PA,Q16RN4,Q16RN4_AEDAE,Uncharacterized protein LOC5574056,XM_001654986.1,XP_001655036.1,XP_021713279,aag:5574056	aag:5574056
AAEL010908	7159.Q16RM1	AAEL010908-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=493:Pfam_Headcase(4|174)+	5574070,AAEL010908,AAEL010908-PA,Putative lysozyme-like protein,Q16RM1,Q16RM1_AEDAE,XM_001661093.1,XP_001661143.1,XP_021694274,aag:5574070	aag:5574070
AAEL010941	7159.Q16RK1	Protein tweety homolog; Probable chloride channel; Belongs to the tweety family.	https://smart.embl.de/smart/DDvec.cgi?smart=555:Pfam_Tweety(40|449)+	5580108,AAEL010941,Protein tweety,Protein tweety homolog,Protein tweety isoform X1,Q16RK1,Q16RK1_AEDAE,XM_001654990.1,XP_001655040,XP_001655040.1,aag:5580108	aag:5580108
AAEL011006	7159.Q16RC6	AAEL011006-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=232:GuKc(22|209)+	2.7.4.8,5574237,AAEL011006,AAEL011006-PA,EC 2.7.4.8,Guanylate kinase,Guanylate kinase isoform X4,Q16RC6,Q16RC6_AEDAE,XM_001661237.1,XP_001661287,XP_001661287.1,aag:5574237	aag:5574237
AAEL011037	7159.Q16R88	AAEL011037-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=93:Pfam_Chitin_bind_4(22|74)+	AAEL011037,AAEL011037-PA,Q16R88,Q16R88_AEDAE,XM_001661267.1,XP_001661317.1	
AAEL011058	7159.Q16R65	Lim domain binding protein.	https://smart.embl.de/smart/DDvec.cgi?smart=576:Pfam_LIM_bind(216|420)+	AAEL011058,AAEL011058-PA,Lim domain binding protein,Q16R65,Q16R65_AEDAE,XM_001661290.1,XP_001661340.1	
AAEL011105	7159.Q16R23	AAEL011105-PB.	https://smart.embl.de/smart/DDvec.cgi?smart=718:Aldolase_II(120|302)+	110681105,5574388,AAEL011105,AAEL011105-PB,Adducin,Protein hu-li tai shao-like isoform X1,Q16R23,Q16R23_AEDAE,XM_001661366.1,XP_001661416.1,XP_021712562,aag:110681105	aag:110681105
AAEL011185	7159.Q16QS7	AAEL011185-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=162:	AAEL011185,AAEL011185-PA,Q16QS7,Q16QS7_AEDAE,XM_001661437.1,XP_001661487.1	
AAEL011261	7159.Q16QJ6	AAEL011261-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=1071:Pfam_HUN(142|193)+Pfam_UBN_AB(396|595)+	5574628,AAEL011261,AAEL011261-PA,Q16QJ6,Q16QJ6_AEDAE,Ubinuclein,XM_001661494.1,XP_001661544,XP_001661544.1,Yemanuclein isoform X2,aag:5574628	aag:5574628
AAEL011281	7159.Q16QH9	AAEL011281-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=255:TRANS(28|50)+B561(67|198)+TRANS(218|238)+	5574644,AAEL011281,AAEL011281-PA,Cytochrome b561 isoform X2,Q16QH9,Q16QH9_AEDAE,XM_001661511.1,XP_001661561,XP_001661561.1,aag:5574644	aag:5574644
AAEL011485	7159.Q16PX0	AAEL011485-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=161:	AAEL011485,AAEL011485-PA,Q16PX0,Q16PX0_AEDAE,XM_001661656.1,XP_001661706.1	
AAEL011495	7159.Q16PW9	AAEL011495-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=762:Pfam_zf-MIZ(504|553)+	5574895,AAEL011495,AAEL011495-PA,Q16PW9,Q16PW9_AEDAE,Sumo ligase,XM_001661657.1,XP_001661707.1,XP_021695492,Zinc finger MIZ domain-containing protein,Zinc finger MIZ domain-containing protein 2,aag:5574895	aag:5574895
AAEL011536	7159.Q16PT5	Phosphoacetylglucosamine mutase; Catalyzes the conversion of GlcNAc-6-P into GlcNAc-1-P during the synthesis of uridine diphosphate/UDP-GlcNAc, a sugar nucleotide critical to multiple glycosylation pathways including protein N- and O- glycosylation; Belongs to the phosphohexose mutase family.	https://smart.embl.de/smart/DDvec.cgi?smart=549:Pfam_PGM_PMM_I(49|106)+Pfam_PGM_PMM_I(102|181)+Pfam_PGM_PMM_IV(457|534)+	5.4.2.3,5574930,AAEL011536,Acetylglucosamine phosphomutase,EC 5.4.2.3,N-acetylglucosamine-phosphate mutase,PAGM,Phosphoacetylglucosamine mutase,Q16PT5,Q16PT5_AEDAE,XM_001661683.1,XP_001661733,XP_001661733.1,aag:5574930	aag:5574930
AAEL011565	7159.Q16PP6	AAEL011565-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=2439:ANK(10|39)+ANK(43|72)+ANK(76|105)+ANK(109|138)+ANK(142|170)+ANK(171|200)+ANK(204|233)+ANK(237|266)+ANK(270|299)+ANK(303|332)+ANK(336|365)+ANK(369|398)+ANK(402|431)+ANK(435|464)+ANK(468|497)+ANK(501|530)+ANK(534|563)+ANK(567|596)+ANK(600|629)+ANK(633|662)+ANK(666|695)+ANK(699|728)+ANK(732|761)+ZU5(919|1023)+Pfam_Death(1414|1494)+	5575020,AAEL011565,AAEL011565-PA,Ankyrin-2,Q16PP6,Q16PP6_AEDAE,XM_001661697.1,XP_001661747.1,XP_021706397,aag:5575020	aag:5575020
AAEL011648	7159.Q16PG7	AAEL011648-PA; Belongs to the cyclin family.	https://smart.embl.de/smart/DDvec.cgi?smart=317:CYCLIN(69|153)+CYCLIN(166|253)+	5575093,AAEL011648,AAEL011648-PA,G1/S-specific cyclin-D2,Q16PG7,Q16PG7_AEDAE,XM_001661767.1,XP_001661817,XP_001661817.1,aag:5575093	aag:5575093
AAEL011709	7159.Q16PA7	Diacylglycerol kinase.	https://smart.embl.de/smart/DDvec.cgi?smart=537:SIGNAL(1|24)+C1(44|93)+C1(110|163)+DAGKc(205|332)+DAGKa(359|512)+	2.7.1.107,5575244,AAEL011709,DAG kinase,Diacylglycerol kinase,Diacylglycerol kinase (ATP),Diacylglycerol kinase epsilon,EC 2.7.1.107,Q16PA7,Q16PA7_AEDAE,XM_001655599.1,XP_001655649.1,XP_021697543,aag:5575244	aag:5575244
AAEL011767	7159.Q16P43	AAEL011767-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=158:	AAEL011767,AAEL011767-PA,Q16P43,Q16P43_AEDAE,XM_001661843.1,XP_001661893.1	
AAEL011773	7159.Q16P38	AAEL011773-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=342:Pfam_Calreticulin(1|194)+Pfam_Calreticulin(192|267)+	AAEL011773,AAEL011773-PA,Calreticulin,Q16P38,Q16P38_AEDAE,XM_001661848.1,XP_001661898.1	
