"uniprot_id","species","mirna","mirna_expression","common_mirna","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","interpro_description_ips","signature_description_ips","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id","log10_fdr","term_wrapped"
"Q171J8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.03385826726097,"Negative regulation of
cellular process"
"Q178N5","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL005832",NA,"Programmed cell death protein 4",NA,"negative regulation of DNA-templated transcription",NA,"Programmed cell death","PDCD4","MA3","Initiation factor eIF-4 gamma, MA3","MA3 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.03385826726097,"Negative regulation of
cellular process"
"Q17DL2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.03385826726097,"Negative regulation of
cellular process"
"Q17G69","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048523","Negative regulation of cellular process",69,1453,0.33,0.73,9.25e-07,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.03385826726097,"Negative regulation of
cellular process"
"Q171J8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0050793","Regulation of developmental process",45,742,0.43,0.83,9.25e-07,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.03385826726097,"Regulation of developmental
process"
"Q178N5","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0050793","Regulation of developmental process",45,742,0.43,0.83,9.25e-07,"AAEL005832",NA,"Programmed cell death protein 4",NA,"negative regulation of DNA-templated transcription",NA,"Programmed cell death","PDCD4","MA3","Initiation factor eIF-4 gamma, MA3","MA3 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.03385826726097,"Regulation of developmental
process"
"Q17DL2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0050793","Regulation of developmental process",45,742,0.43,0.83,9.25e-07,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.03385826726097,"Regulation of developmental
process"
"Q17G69","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0050793","Regulation of developmental process",45,742,0.43,0.83,9.25e-07,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.03385826726097,"Regulation of developmental
process"
"Q17MT6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0050793","Regulation of developmental process",45,742,0.43,0.83,9.25e-07,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.03385826726097,"Regulation of developmental
process"
"Q16GL8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0050789","Regulation of biological process",173,5350,0.16,0.57,1.21e-06,"AAEL014337","Mitotic protein phosphatase 1 regulator, putative.",NA,NA,NA,NA,"Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Leucine-rich repeat","Leucine rich repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.91721462968355,"Regulation of biological
process"
"Q16MK6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0050789","Regulation of biological process",173,5350,0.16,0.57,1.21e-06,"AAEL012272","Peptidylprolyl isomerase.","peptidylprolyl isomerase",NA,"negative regulation of apoptotic process","peptidyl-prolyl cis-trans isomerase activity; protein folding chaperone","Peptidylprolyl isomerase","FKBP8","FKBP_C,TPR_1,TPR_2,TPR_8","FKBP-type peptidyl-prolyl cis-trans isomerase domain","FKBP-type peptidyl-prolyl cis-trans isomerase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.91721462968355,"Regulation of biological
process"
"Q170K8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0050789","Regulation of biological process",173,5350,0.16,0.57,1.21e-06,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.91721462968355,"Regulation of biological
process"
"Q171J8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0050789","Regulation of biological process",173,5350,0.16,0.57,1.21e-06,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.91721462968355,"Regulation of biological
process"
"Q178N5","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0050789","Regulation of biological process",173,5350,0.16,0.57,1.21e-06,"AAEL005832",NA,"Programmed cell death protein 4",NA,"negative regulation of DNA-templated transcription",NA,"Programmed cell death","PDCD4","MA3","Initiation factor eIF-4 gamma, MA3","MA3 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.91721462968355,"Regulation of biological
process"
"Q17DL2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0050789","Regulation of biological process",173,5350,0.16,0.57,1.21e-06,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.91721462968355,"Regulation of biological
process"
"Q17G69","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0050789","Regulation of biological process",173,5350,0.16,0.57,1.21e-06,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.91721462968355,"Regulation of biological
process"
"Q17MT6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0050789","Regulation of biological process",173,5350,0.16,0.57,1.21e-06,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.91721462968355,"Regulation of biological
process"
"Q17NJ1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0050789","Regulation of biological process",173,5350,0.16,0.57,1.21e-06,"TOLL8",NA,NA,NA,"signal transduction",NA,"Toll - interleukin 1 - resistance",NA,"LRR_5,LRR_8,TIR,TIR_2","Leucine-rich repeat","Leucine rich repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.91721462968355,"Regulation of biological
process"
"Q16F16","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009987","Cellular process",261,9342,0.1,0.52,1.32e-06,"AAEL014933","Peptidylprolyl isomerase.","peptidylprolyl isomerase",NA,"negative regulation of apoptotic process","peptidyl-prolyl cis-trans isomerase activity; protein folding chaperone","Peptidylprolyl isomerase","FKBP8","FKBP_C,TPR_1,TPR_2,TPR_8","FKBP-type peptidyl-prolyl cis-trans isomerase domain","FKBP-type peptidyl-prolyl cis-trans isomerase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.87942606879415,"Cellular process"
"Q16GL8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009987","Cellular process",261,9342,0.1,0.52,1.32e-06,"AAEL014337","Mitotic protein phosphatase 1 regulator, putative.",NA,NA,NA,NA,"Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Leucine-rich repeat","Leucine rich repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.87942606879415,"Cellular process"
"Q16I88","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009987","Cellular process",261,9342,0.1,0.52,1.32e-06,"AAEL013758",NA,NA,NA,NA,NA,"CD80-like C2-set immunoglobulin domain",NA,"C2-set_2,Ig_3,V-set,ig","CD80-like, immunoglobulin C2-set","CD80-like C2-set immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.87942606879415,"Cellular process"
"Q16MK4","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009987","Cellular process",261,9342,0.1,0.52,1.32e-06,"AAEL012273",NA,NA,NA,"hematopoietic progenitor cell differentiation",NA,"Armadillo repeat-containing protein 6","ARMC6","Arm","LRRK2, ARM repeat domain","LRRK2 ARM repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.87942606879415,"Cellular process"
"Q16MK6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009987","Cellular process",261,9342,0.1,0.52,1.32e-06,"AAEL012272","Peptidylprolyl isomerase.","peptidylprolyl isomerase",NA,"negative regulation of apoptotic process","peptidyl-prolyl cis-trans isomerase activity; protein folding chaperone","Peptidylprolyl isomerase","FKBP8","FKBP_C,TPR_1,TPR_2,TPR_8","FKBP-type peptidyl-prolyl cis-trans isomerase domain","FKBP-type peptidyl-prolyl cis-trans isomerase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.87942606879415,"Cellular process"
"Q170K8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009987","Cellular process",261,9342,0.1,0.52,1.32e-06,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.87942606879415,"Cellular process"
"Q170K9","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009987","Cellular process",261,9342,0.1,0.52,1.32e-06,"AAEL007890",NA,NA,NA,"cell development",NA,"Immunoglobulin C-2 Type",NA,"Ig_3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.87942606879415,"Cellular process"
"Q171J8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009987","Cellular process",261,9342,0.1,0.52,1.32e-06,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.87942606879415,"Cellular process"
"Q178N5","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009987","Cellular process",261,9342,0.1,0.52,1.32e-06,"AAEL005832",NA,"Programmed cell death protein 4",NA,"negative regulation of DNA-templated transcription",NA,"Programmed cell death","PDCD4","MA3","Initiation factor eIF-4 gamma, MA3","MA3 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.87942606879415,"Cellular process"
"Q17DL2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009987","Cellular process",261,9342,0.1,0.52,1.32e-06,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.87942606879415,"Cellular process"
"Q17G69","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009987","Cellular process",261,9342,0.1,0.52,1.32e-06,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.87942606879415,"Cellular process"
"Q17G70","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009987","Cellular process",261,9342,0.1,0.52,1.32e-06,"AAEL003167",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","CD80-like C2-set immunoglobulin domain","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.87942606879415,"Cellular process"
"Q17MT6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009987","Cellular process",261,9342,0.1,0.52,1.32e-06,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.87942606879415,"Cellular process"
"Q17NJ1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009987","Cellular process",261,9342,0.1,0.52,1.32e-06,"TOLL8",NA,NA,NA,"signal transduction",NA,"Toll - interleukin 1 - resistance",NA,"LRR_5,LRR_8,TIR,TIR_2","Leucine-rich repeat","Leucine rich repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.87942606879415,"Cellular process"
"Q170K8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009888","Tissue development",54,1056,0.36,0.71,5.1e-06,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.29242982390206,"Tissue development"
"Q17DL2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009888","Tissue development",54,1056,0.36,0.71,5.1e-06,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.29242982390206,"Tissue development"
"Q17G69","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009888","Tissue development",54,1056,0.36,0.71,5.1e-06,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.29242982390206,"Tissue development"
"Q17NJ1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0009888","Tissue development",54,1056,0.36,0.71,5.1e-06,"TOLL8",NA,NA,NA,"signal transduction",NA,"Toll - interleukin 1 - resistance",NA,"LRR_5,LRR_8,TIR,TIR_2","Leucine-rich repeat","Leucine rich repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.29242982390206,"Tissue development"
"Q16F16","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0110165","Cellular anatomical entity",325,12827,0.05,0.46,7.23e-06,"AAEL014933","Peptidylprolyl isomerase.","peptidylprolyl isomerase",NA,"negative regulation of apoptotic process","peptidyl-prolyl cis-trans isomerase activity; protein folding chaperone","Peptidylprolyl isomerase","FKBP8","FKBP_C,TPR_1,TPR_2,TPR_8","FKBP-type peptidyl-prolyl cis-trans isomerase domain","FKBP-type peptidyl-prolyl cis-trans isomerase","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.14086170270547,"Cellular anatomical entity"
"Q16GL8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0110165","Cellular anatomical entity",325,12827,0.05,0.46,7.23e-06,"AAEL014337","Mitotic protein phosphatase 1 regulator, putative.",NA,NA,NA,NA,"Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Leucine-rich repeat","Leucine rich repeat","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.14086170270547,"Cellular anatomical entity"
"Q16I88","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0110165","Cellular anatomical entity",325,12827,0.05,0.46,7.23e-06,"AAEL013758",NA,NA,NA,NA,NA,"CD80-like C2-set immunoglobulin domain",NA,"C2-set_2,Ig_3,V-set,ig","CD80-like, immunoglobulin C2-set","CD80-like C2-set immunoglobulin domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.14086170270547,"Cellular anatomical entity"
"Q16MK4","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0110165","Cellular anatomical entity",325,12827,0.05,0.46,7.23e-06,"AAEL012273",NA,NA,NA,"hematopoietic progenitor cell differentiation",NA,"Armadillo repeat-containing protein 6","ARMC6","Arm","LRRK2, ARM repeat domain","LRRK2 ARM repeat","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.14086170270547,"Cellular anatomical entity"
"Q16MK6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0110165","Cellular anatomical entity",325,12827,0.05,0.46,7.23e-06,"AAEL012272","Peptidylprolyl isomerase.","peptidylprolyl isomerase",NA,"negative regulation of apoptotic process","peptidyl-prolyl cis-trans isomerase activity; protein folding chaperone","Peptidylprolyl isomerase","FKBP8","FKBP_C,TPR_1,TPR_2,TPR_8","FKBP-type peptidyl-prolyl cis-trans isomerase domain","FKBP-type peptidyl-prolyl cis-trans isomerase","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.14086170270547,"Cellular anatomical entity"
"Q170K8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0110165","Cellular anatomical entity",325,12827,0.05,0.46,7.23e-06,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.14086170270547,"Cellular anatomical entity"
"Q170K9","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0110165","Cellular anatomical entity",325,12827,0.05,0.46,7.23e-06,"AAEL007890",NA,NA,NA,"cell development",NA,"Immunoglobulin C-2 Type",NA,"Ig_3",NA,"Immunoglobulin domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.14086170270547,"Cellular anatomical entity"
"Q171J8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0110165","Cellular anatomical entity",325,12827,0.05,0.46,7.23e-06,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.14086170270547,"Cellular anatomical entity"
"Q178N5","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0110165","Cellular anatomical entity",325,12827,0.05,0.46,7.23e-06,"AAEL005832",NA,"Programmed cell death protein 4",NA,"negative regulation of DNA-templated transcription",NA,"Programmed cell death","PDCD4","MA3","Initiation factor eIF-4 gamma, MA3","MA3 domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.14086170270547,"Cellular anatomical entity"
"Q17DL2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0110165","Cellular anatomical entity",325,12827,0.05,0.46,7.23e-06,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.14086170270547,"Cellular anatomical entity"
"Q17G69","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0110165","Cellular anatomical entity",325,12827,0.05,0.46,7.23e-06,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.14086170270547,"Cellular anatomical entity"
"Q17G70","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0110165","Cellular anatomical entity",325,12827,0.05,0.46,7.23e-06,"AAEL003167",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","CD80-like C2-set immunoglobulin domain","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.14086170270547,"Cellular anatomical entity"
"Q17MT6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0110165","Cellular anatomical entity",325,12827,0.05,0.46,7.23e-06,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.14086170270547,"Cellular anatomical entity"
"Q17NJ1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0110165","Cellular anatomical entity",325,12827,0.05,0.46,7.23e-06,"TOLL8",NA,NA,NA,"signal transduction",NA,"Toll - interleukin 1 - resistance",NA,"LRR_5,LRR_8,TIR,TIR_2","Leucine-rich repeat","Leucine rich repeat","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",5.14086170270547,"Cellular anatomical entity"
