species,mirna,term_ID,term_description,observed_gene_count,background_gene_count,strength,signal,false_discovery_rate,matching_proteins_id_network,matching_proteins_labels_network,annotation,dataset,category_of_interest,enrichment_method,protein_db,taxon_id,assembly_name,stringdb_id,protein_name,gene_primary,cc_function,go_p,go_f
Aedes aegypti,aae-mir-5119-5p,GO:0048518,Positive regulation of biological process,24,2090,0.52,0.57,0.00012,Q16I15,AAEL013830,Bmp-induced factor.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II,zinc ion binding
Aedes aegypti,aae-mir-5119-5p,GO:0048518,Positive regulation of biological process,24,2090,0.52,0.57,0.00012,Q16LU2,AAEL012517,AAEL012517-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-5119-5p,GO:0048518,Positive regulation of biological process,24,2090,0.52,0.57,0.00012,Q16M53,AAEL012420,AAEL012420-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,post-transcriptional regulation of gene expression,mRNA 3'-UTR binding
Aedes aegypti,aae-mir-5119-5p,GO:0048518,Positive regulation of biological process,24,2090,0.52,0.57,0.00012,Q16M54,AAEL012416,AAEL012416-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-5119-5p,GO:0048518,Positive regulation of biological process,24,2090,0.52,0.57,0.00012,Q16NS4,AAEL011870,AAEL011870-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5575495,NA,P-body assembly; stress granule assembly,mRNA binding
Aedes aegypti,aae-mir-5119-5p,GO:0048518,Positive regulation of biological process,24,2090,0.52,0.57,0.00012,Q16PW9,AAEL011495,AAEL011495-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,protein sumoylation; regulation of transcription by RNA polymerase II,SUMO ligase activity; transcription coregulator activity; zinc ion binding
Aedes aegypti,aae-mir-5119-5p,GO:0048518,Positive regulation of biological process,24,2090,0.52,0.57,0.00012,Q16PX0,AAEL011485,AAEL011485-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-5119-5p,GO:0048518,Positive regulation of biological process,24,2090,0.52,0.57,0.00012,Q16UC4,AAEL009947,"Homeotic antennapedia protein, putative.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Homeotic protein antennapedia,NA,Sequence-specific transcription factor which is part of a developmental regulatory system that regulates segmental identity in the mesothorax. Provides cells with specific positional identities on the anterior-posterior axis,anterior/posterior pattern specification; negative regulation of transcription by RNA polymerase II,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding"
Aedes aegypti,aae-mir-5119-5p,GO:0048518,Positive regulation of biological process,24,2090,0.52,0.57,0.00012,Q16UK1,AAEL009871,AAEL009871-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Germinal-center associated nuclear protein,NA,"As a component of the TREX-2 complex, involved in the export of mRNAs to the cytoplasm through the nuclear pores. Through the acetylation of histones, affects the assembly of nucleosomes at immunoglobulin variable region genes and promotes the recruitment and positioning of transcription complex to favor DNA cytosine deaminase AICDA/AID targeting, hence promoting somatic hypermutations",mRNA export from nucleus,NA
Aedes aegypti,aae-mir-5119-5p,GO:0048518,Positive regulation of biological process,24,2090,0.52,0.57,0.00012,Q16WV5,AAEL009085,AAEL009085-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5571449,NA,negative regulation of endocytic recycling; small GTPase-mediated signal transduction,GTPase activator activity
Aedes aegypti,aae-mir-5119-5p,GO:0048518,Positive regulation of biological process,24,2090,0.52,0.57,0.00012,Q16XQ1,AAEL008816,"Vesicular monoamine transporter, putative.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,aminergic neurotransmitter loading into synaptic vesicle,serotonin:sodium:chloride symporter activity
Aedes aegypti,aae-mir-5119-5p,GO:0048518,Positive regulation of biological process,24,2090,0.52,0.57,0.00012,Q16Y82,AAEL008622,AAEL008622-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Stress-activated protein kinase JNK,NA,"Responds to activation by environmental stress and pro-inflammatory cytokines by phosphorylating a number of transcription factors, and thus regulates transcriptional activity",NA,ATP binding; MAP kinase activity; protein serine kinase activity
Aedes aegypti,aae-mir-5119-5p,GO:0048518,Positive regulation of biological process,24,2090,0.52,0.57,0.00012,Q177S2,AAEL006038,AAEL006038-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cytoskeleton organization; regulation of cell shape; regulation of transcription by RNA polymerase II,NA
Aedes aegypti,aae-mir-5119-5p,GO:0048518,Positive regulation of biological process,24,2090,0.52,0.57,0.00012,Q17EB3,AAEL003861,AAEL003861-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5578717,NA,animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II,NA
Aedes aegypti,aae-mir-5119-5p,GO:0048518,Positive regulation of biological process,24,2090,0.52,0.57,0.00012,Q17EP7,AAEL003731,"Nuclear body associated kinase, putative.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,non-specific serine/threonine protein kinase,NA,NA,NA,ATP binding; protein serine/threonine kinase activity; protein tyrosine kinase activity
Aedes aegypti,aae-mir-5119-5p,GO:0048518,Positive regulation of biological process,24,2090,0.52,0.57,0.00012,Q17GI1,AAEL003013,AAEL003013-PA; Belongs to the protein kinase superfamily.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,mitogen-activated protein kinase kinase,5580276,NA,NA,ATP binding; JUN kinase kinase activity; protein serine/threonine kinase activity
Aedes aegypti,aae-mir-5119-5p,GO:0048518,Positive regulation of biological process,24,2090,0.52,0.57,0.00012,Q17IA0,AAEL002411,AAEL002411-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,positive regulation of Wnt signaling pathway,signaling receptor activity
Aedes aegypti,aae-mir-5119-5p,GO:0048518,Positive regulation of biological process,24,2090,0.52,0.57,0.00012,Q17K20,AAEL001832,AAEL001832-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,positive regulation of epidermal growth factor receptor signaling pathway; positive regulation of fibroblast growth factor receptor signaling pathway; signal transduction,NA
Aedes aegypti,aae-mir-5119-5p,GO:0048518,Positive regulation of biological process,24,2090,0.52,0.57,0.00012,Q17M42,AAEL001104,AAEL001104-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,neuron projection morphogenesis; positive regulation of axon extension; postsynaptic actin cytoskeleton organization; regulation of actin filament polymerization,actin filament binding
Aedes aegypti,aae-mir-5119-5p,GO:0048518,Positive regulation of biological process,24,2090,0.52,0.57,0.00012,Q1HQT7,AAEL012237,Upstream transcription factor 2/L-myc-2.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Protein max,NA,NA,positive regulation of transcription by RNA polymerase II,DNA binding; DNA-binding transcription factor activity; protein dimerization activity
Aedes aegypti,aae-mir-5119-5p,GO:0048518,Positive regulation of biological process,24,2090,0.52,0.57,0.00012,Q1HRW3,AAEL002487,P53 regulated pa26 nuclear protein sestrin.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cellular response to L-leucine; cellular response to leucine starvation; negative regulation of TORC1 signaling; positive regulation of macroautophagy; regulation of response to reactive oxygen species,"L-leucine binding; oxidoreductase activity, acting on peroxide as acceptor"
Aedes aegypti,aae-mir-5119-5p,GO:0048731,System development,19,1578,0.54,0.54,5e-04,Q0IE98,AAEL012979,AAEL012979-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-5119-5p,GO:0048731,System development,19,1578,0.54,0.54,5e-04,Q0IE99,AAEL012977,AAEL012977-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,protein kinase activity
Aedes aegypti,aae-mir-5119-5p,GO:0048731,System development,19,1578,0.54,0.54,5e-04,Q0IFC5,AAEL005895,AAEL005895-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,axonogenesis; central nervous system development,heparin binding; transition metal ion binding
Aedes aegypti,aae-mir-5119-5p,GO:0048731,System development,19,1578,0.54,0.54,5e-04,Q16I15,AAEL013830,Bmp-induced factor.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II,zinc ion binding
Aedes aegypti,aae-mir-5119-5p,GO:0048731,System development,19,1578,0.54,0.54,5e-04,Q16LU2,AAEL012517,AAEL012517-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-5119-5p,GO:0048731,System development,19,1578,0.54,0.54,5e-04,Q16M53,AAEL012420,AAEL012420-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,post-transcriptional regulation of gene expression,mRNA 3'-UTR binding
Aedes aegypti,aae-mir-5119-5p,GO:0048731,System development,19,1578,0.54,0.54,5e-04,Q16M54,AAEL012416,AAEL012416-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-5119-5p,GO:0048731,System development,19,1578,0.54,0.54,5e-04,Q16UC4,AAEL009947,"Homeotic antennapedia protein, putative.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Homeotic protein antennapedia,NA,Sequence-specific transcription factor which is part of a developmental regulatory system that regulates segmental identity in the mesothorax. Provides cells with specific positional identities on the anterior-posterior axis,anterior/posterior pattern specification; negative regulation of transcription by RNA polymerase II,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding"
Aedes aegypti,aae-mir-5119-5p,GO:0048731,System development,19,1578,0.54,0.54,5e-04,Q16Y82,AAEL008622,AAEL008622-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Stress-activated protein kinase JNK,NA,"Responds to activation by environmental stress and pro-inflammatory cytokines by phosphorylating a number of transcription factors, and thus regulates transcriptional activity",NA,ATP binding; MAP kinase activity; protein serine kinase activity
Aedes aegypti,aae-mir-5119-5p,GO:0048731,System development,19,1578,0.54,0.54,5e-04,Q177S2,AAEL006038,AAEL006038-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cytoskeleton organization; regulation of cell shape; regulation of transcription by RNA polymerase II,NA
Aedes aegypti,aae-mir-5119-5p,GO:0048731,System development,19,1578,0.54,0.54,5e-04,Q17EB3,AAEL003861,AAEL003861-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5578717,NA,animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II,NA
Aedes aegypti,aae-mir-5119-5p,GO:0048731,System development,19,1578,0.54,0.54,5e-04,Q17EP7,AAEL003731,"Nuclear body associated kinase, putative.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,non-specific serine/threonine protein kinase,NA,NA,NA,ATP binding; protein serine/threonine kinase activity; protein tyrosine kinase activity
Aedes aegypti,aae-mir-5119-5p,GO:0048731,System development,19,1578,0.54,0.54,5e-04,Q17GI1,AAEL003013,AAEL003013-PA; Belongs to the protein kinase superfamily.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,mitogen-activated protein kinase kinase,5580276,NA,NA,ATP binding; JUN kinase kinase activity; protein serine/threonine kinase activity
Aedes aegypti,aae-mir-5119-5p,GO:0048731,System development,19,1578,0.54,0.54,5e-04,Q17HA9,AAEL002754,AAEL002754-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell-cell adhesion,cell adhesion molecule binding
Aedes aegypti,aae-mir-5119-5p,GO:0048731,System development,19,1578,0.54,0.54,5e-04,Q17HG6,AAEL002690,AAEL002690-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,motor neuron axon guidance,NA
Aedes aegypti,aae-mir-5119-5p,GO:0048731,System development,19,1578,0.54,0.54,5e-04,Q17IA0,AAEL002411,AAEL002411-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,positive regulation of Wnt signaling pathway,signaling receptor activity
Aedes aegypti,aae-mir-5119-5p,GO:0048731,System development,19,1578,0.54,0.54,5e-04,Q17K20,AAEL001832,AAEL001832-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,positive regulation of epidermal growth factor receptor signaling pathway; positive regulation of fibroblast growth factor receptor signaling pathway; signal transduction,NA
Aedes aegypti,aae-mir-5119-5p,GO:0048731,System development,19,1578,0.54,0.54,5e-04,Q17LA6,AAEL001437,AAEL001437-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,post-embryonic development; regulation of developmental process; regulation of DNA-templated transcription; regulation of multicellular organismal process,NA
Aedes aegypti,aae-mir-5119-5p,GO:0048731,System development,19,1578,0.54,0.54,5e-04,Q17M42,AAEL001104,AAEL001104-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,neuron projection morphogenesis; positive regulation of axon extension; postsynaptic actin cytoskeleton organization; regulation of actin filament polymerization,actin filament binding
Aedes aegypti,aae-mir-5119-5p,GO:0048513,Animal organ development,16,1346,0.53,0.46,0.0034,Q0IE98,AAEL012979,AAEL012979-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-5119-5p,GO:0048513,Animal organ development,16,1346,0.53,0.46,0.0034,Q0IE99,AAEL012977,AAEL012977-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,protein kinase activity
Aedes aegypti,aae-mir-5119-5p,GO:0048513,Animal organ development,16,1346,0.53,0.46,0.0034,Q0IFC5,AAEL005895,AAEL005895-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,axonogenesis; central nervous system development,heparin binding; transition metal ion binding
Aedes aegypti,aae-mir-5119-5p,GO:0048513,Animal organ development,16,1346,0.53,0.46,0.0034,Q16I15,AAEL013830,Bmp-induced factor.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II,zinc ion binding
Aedes aegypti,aae-mir-5119-5p,GO:0048513,Animal organ development,16,1346,0.53,0.46,0.0034,Q16LU2,AAEL012517,AAEL012517-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-5119-5p,GO:0048513,Animal organ development,16,1346,0.53,0.46,0.0034,Q16UC4,AAEL009947,"Homeotic antennapedia protein, putative.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Homeotic protein antennapedia,NA,Sequence-specific transcription factor which is part of a developmental regulatory system that regulates segmental identity in the mesothorax. Provides cells with specific positional identities on the anterior-posterior axis,anterior/posterior pattern specification; negative regulation of transcription by RNA polymerase II,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding"
Aedes aegypti,aae-mir-5119-5p,GO:0048513,Animal organ development,16,1346,0.53,0.46,0.0034,Q16WV5,AAEL009085,AAEL009085-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5571449,NA,negative regulation of endocytic recycling; small GTPase-mediated signal transduction,GTPase activator activity
Aedes aegypti,aae-mir-5119-5p,GO:0048513,Animal organ development,16,1346,0.53,0.46,0.0034,Q16Y82,AAEL008622,AAEL008622-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Stress-activated protein kinase JNK,NA,"Responds to activation by environmental stress and pro-inflammatory cytokines by phosphorylating a number of transcription factors, and thus regulates transcriptional activity",NA,ATP binding; MAP kinase activity; protein serine kinase activity
Aedes aegypti,aae-mir-5119-5p,GO:0048513,Animal organ development,16,1346,0.53,0.46,0.0034,Q177S2,AAEL006038,AAEL006038-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cytoskeleton organization; regulation of cell shape; regulation of transcription by RNA polymerase II,NA
Aedes aegypti,aae-mir-5119-5p,GO:0048513,Animal organ development,16,1346,0.53,0.46,0.0034,Q17EB3,AAEL003861,AAEL003861-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5578717,NA,animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II,NA
Aedes aegypti,aae-mir-5119-5p,GO:0048513,Animal organ development,16,1346,0.53,0.46,0.0034,Q17EP7,AAEL003731,"Nuclear body associated kinase, putative.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,non-specific serine/threonine protein kinase,NA,NA,NA,ATP binding; protein serine/threonine kinase activity; protein tyrosine kinase activity
Aedes aegypti,aae-mir-5119-5p,GO:0048513,Animal organ development,16,1346,0.53,0.46,0.0034,Q17HA9,AAEL002754,AAEL002754-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell-cell adhesion,cell adhesion molecule binding
Aedes aegypti,aae-mir-5119-5p,GO:0048513,Animal organ development,16,1346,0.53,0.46,0.0034,Q17IA0,AAEL002411,AAEL002411-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,positive regulation of Wnt signaling pathway,signaling receptor activity
Aedes aegypti,aae-mir-5119-5p,GO:0048513,Animal organ development,16,1346,0.53,0.46,0.0034,Q17K20,AAEL001832,AAEL001832-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,positive regulation of epidermal growth factor receptor signaling pathway; positive regulation of fibroblast growth factor receptor signaling pathway; signal transduction,NA
Aedes aegypti,aae-mir-5119-5p,GO:0048513,Animal organ development,16,1346,0.53,0.46,0.0034,Q17LA6,AAEL001437,AAEL001437-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,post-embryonic development; regulation of developmental process; regulation of DNA-templated transcription; regulation of multicellular organismal process,NA
Aedes aegypti,aae-mir-5119-5p,GO:0048513,Animal organ development,16,1346,0.53,0.46,0.0034,Q17M42,AAEL001104,AAEL001104-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,neuron projection morphogenesis; positive regulation of axon extension; postsynaptic actin cytoskeleton organization; regulation of actin filament polymerization,actin filament binding
Aedes aegypti,aae-mir-5119-5p,GO:0003008,System process,11,750,0.62,0.45,0.0096,Q0IE98,AAEL012979,AAEL012979-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-5119-5p,GO:0003008,System process,11,750,0.62,0.45,0.0096,Q0IE99,AAEL012977,AAEL012977-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,protein kinase activity
Aedes aegypti,aae-mir-5119-5p,GO:0003008,System process,11,750,0.62,0.45,0.0096,Q0IFC5,AAEL005895,AAEL005895-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,axonogenesis; central nervous system development,heparin binding; transition metal ion binding
Aedes aegypti,aae-mir-5119-5p,GO:0003008,System process,11,750,0.62,0.45,0.0096,Q16JU1,AAEL013216,AAEL013216-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-5119-5p,GO:0003008,System process,11,750,0.62,0.45,0.0096,Q16LU2,AAEL012517,AAEL012517-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-5119-5p,GO:0003008,System process,11,750,0.62,0.45,0.0096,Q16M53,AAEL012420,AAEL012420-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,post-transcriptional regulation of gene expression,mRNA 3'-UTR binding
Aedes aegypti,aae-mir-5119-5p,GO:0003008,System process,11,750,0.62,0.45,0.0096,Q16M54,AAEL012416,AAEL012416-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-5119-5p,GO:0003008,System process,11,750,0.62,0.45,0.0096,Q16TX6,AAEL010093,AAEL010093-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-5119-5p,GO:0003008,System process,11,750,0.62,0.45,0.0096,Q16Y82,AAEL008622,AAEL008622-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Stress-activated protein kinase JNK,NA,"Responds to activation by environmental stress and pro-inflammatory cytokines by phosphorylating a number of transcription factors, and thus regulates transcriptional activity",NA,ATP binding; MAP kinase activity; protein serine kinase activity
Aedes aegypti,aae-mir-5119-5p,GO:0003008,System process,11,750,0.62,0.45,0.0096,Q17HA9,AAEL002754,AAEL002754-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell-cell adhesion,cell adhesion molecule binding
Aedes aegypti,aae-mir-5119-5p,GO:0003008,System process,11,750,0.62,0.45,0.0096,Q17IA0,AAEL002411,AAEL002411-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,positive regulation of Wnt signaling pathway,signaling receptor activity
Aedes aegypti,aae-mir-5119-5p,GO:0030154,Cell differentiation,18,1751,0.47,0.42,0.0047,Q0IE98,AAEL012979,AAEL012979-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-5119-5p,GO:0030154,Cell differentiation,18,1751,0.47,0.42,0.0047,Q0IE99,AAEL012977,AAEL012977-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,protein kinase activity
Aedes aegypti,aae-mir-5119-5p,GO:0030154,Cell differentiation,18,1751,0.47,0.42,0.0047,Q0IFC5,AAEL005895,AAEL005895-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,axonogenesis; central nervous system development,heparin binding; transition metal ion binding
Aedes aegypti,aae-mir-5119-5p,GO:0030154,Cell differentiation,18,1751,0.47,0.42,0.0047,Q16I15,AAEL013830,Bmp-induced factor.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II,zinc ion binding
Aedes aegypti,aae-mir-5119-5p,GO:0030154,Cell differentiation,18,1751,0.47,0.42,0.0047,Q16LU2,AAEL012517,AAEL012517-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-5119-5p,GO:0030154,Cell differentiation,18,1751,0.47,0.42,0.0047,Q16M53,AAEL012420,AAEL012420-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,post-transcriptional regulation of gene expression,mRNA 3'-UTR binding
Aedes aegypti,aae-mir-5119-5p,GO:0030154,Cell differentiation,18,1751,0.47,0.42,0.0047,Q16M54,AAEL012416,AAEL012416-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-5119-5p,GO:0030154,Cell differentiation,18,1751,0.47,0.42,0.0047,Q16UC4,AAEL009947,"Homeotic antennapedia protein, putative.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Homeotic protein antennapedia,NA,Sequence-specific transcription factor which is part of a developmental regulatory system that regulates segmental identity in the mesothorax. Provides cells with specific positional identities on the anterior-posterior axis,anterior/posterior pattern specification; negative regulation of transcription by RNA polymerase II,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding"
Aedes aegypti,aae-mir-5119-5p,GO:0030154,Cell differentiation,18,1751,0.47,0.42,0.0047,Q16Y82,AAEL008622,AAEL008622-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Stress-activated protein kinase JNK,NA,"Responds to activation by environmental stress and pro-inflammatory cytokines by phosphorylating a number of transcription factors, and thus regulates transcriptional activity",NA,ATP binding; MAP kinase activity; protein serine kinase activity
