"species","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_id_network","matching_proteins_labels_network","annotation","protein_name","cc_function","go_p","go_f","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GZ82","RP20_CCG018534","YchF-GTPase_C domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GZG4","RP20_CCG018673","C2H2-type domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GZU3","RP20_CCG018905","RBR-type E3 ubiquitin transferase.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182GZZ1","RP20_CCG018973","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H006","RP20_CCG018988","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H022","RP20_CCG019013","DAGKc domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H044","RP20_CCG019046","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H086","RP20_CCG019112","Malic enzyme.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H0K9","RP20_CCG019292","PseudoU_synth_2 domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H0R7","RP20_CCG019399","USP domain-containing protein; Belongs to the peptidase C19 family.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H0V3","RP20_CCG019454","RTTN_N domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H0X1","RP20_CCG019480","Protein kinase domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H0Y8","RP20_CCG019499","C2H2-type domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H108","RP20_CCG019551","Malectin domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H146","RP20_CCG019603","Nudix hydrolase domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H186","RP20_CCG019692","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H197","RP20_CCG019709","Glyco_hydro_85 domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H1A1","RP20_CCG019713","Reverse transcriptase Ty1/copia-type domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H1J3","RP20_CCG019875","IF rod domain-containing protein; Belongs to the intermediate filament family.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H1S6","RP20_CCG020002","MPN domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H207","RP20_CCG020152","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H2D7","RP20_CCG020338","RNA polymerase II subunit A C-terminal domain phosphatase; This promotes the activity of RNA polymerase II.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H2J8","RP20_CCG020428","DUF4819 domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H2N1","RP20_CCG020474","DIS3-like exonuclease 2; 3'-5'-exoribonuclease that specifically recognizes RNAs polyuridylated at their 3' end and mediates their degradation. Component of an exosome-independent RNA degradation pathway that mediates degradation of cytoplasmic mRNAs that have been deadenylated and subsequently uridylated at their 3'.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H2X0","RP20_CCG020595","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H338","RP20_CCG020703","Replication protein A subunit; As part of the heterotrimeric replication protein A complex (RPA/RP-A), binds and stabilizes single-stranded DNA intermediates, that form during DNA replication or upon DNA stress. It prevents their reannealing and in parallel, recruits and activates different proteins and complexes involved in DNA metabolism. Thereby, it plays an essential role both in DNA replication and the cellular response to DNA damage.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H345","RP20_CCG020716","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H362","RP20_CCG020746","AB hydrolase-1 domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H373","RP20_CCG010842","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H391","RP20_CCG020801","ZZ-type domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H3G2","RP20_CCG020921","NAD-dependent protein deacylase; NAD-dependent protein deacylase. Catalyzes the NAD-dependent hydrolysis of acyl groups from lysine residues; Belongs to the sirtuin family. Class II subfamily.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H3K3","RP20_CCG020979","U2 snRNP auxiliary factor large subunit; Necessary for the splicing of pre-mRNA. Belongs to the splicing factor SR family.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H3L7","RP20_CCG020998","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H3T1","RP20_CCG021137","Reverse transcriptase domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H3T2","RP20_CCG021138","Protein kinase domain-containing protein; Belongs to the protein kinase superfamily.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H404","RP20_CCG021254","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H432","RP20_CCG021305","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H443","RP20_CCG021323","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H4D2","RP20_CCG028366","B box-type domain-containing protein.","B box-type domain-containing protein",NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H4G7","RP20_CCG021504","Uncharacterized protein; Belongs to the heat shock protein 70 family.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H4L0","RP20_CCG021586","AB hydrolase-1 domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H4X0","RP20_CCG021775","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H530","RP20_CCG021879","RNase H domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H537","RP20_CCG021886","ZAD domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H540","RP20_CCG021891","Fork-head domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H556","RP20_CCG021911","Uncharacterized protein; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H5B1","RP20_CCG022019","Nanos-type domain-containing protein; Belongs to the nanos family.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H5B7","RP20_CCG022027","NAD(P)-bd_dom domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H5J7","RP20_CCG022170","OTU domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H5K1","RP20_CCG022185","Retrotrans_gag domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H5Q9","RP20_CCG022282","KLRAQ domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H5V2","RP20_CCG022352","Uncharacterized protein; Belongs to the CDP-alcohol phosphatidyltransferase class-I family.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H5W3","RP20_CCG022363","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H615","MED19","Mediator of RNA polymerase II transcription subunit 19; Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene- specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H656","RP20_CCG022522","FLYWCH-type domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H6P5","RP20_CCG022841","Ras-GEF domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H6T4","RP20_CCG022906","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H6T8","RP20_CCG022918","DNA topoisomerase I; Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at the specific target site 5'-[CT]CCTTp site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(3'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 5'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand thus r [...]",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H6W8","RP20_CCG022981","WD_REPEATS_REGION domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H742","RP20_CCG023148","J domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H786","RP20_CCG023214","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H7A4","RP20_CCG023271","AB hydrolase-1 domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H7I4","RP20_CCG023410","TPR_REGION domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H7L6","RP20_CCG023468","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H812","RP20_CCG023740","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H856","RP20_CCG023812","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H8F6","RP20_CCG024020","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H8J7","RP20_CCG024102","Dynamin-type G domain-containing protein; Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin/Fzo/YdjA family.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H8T1","RP20_CCG024251","B30.2/SPRY domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H8W0","RP20_CCG024306","AB hydrolase-1 domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H959","RP20_CCG024490","ANK_REP_REGION domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H9A7","RP20_CCG024561","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H9B0","RP20_CCG024568","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H9C6","RP20_CCG024597","TFIIS N-terminal domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H9P7","RP20_CCG024828","Uncharacterized protein; Belongs to the class-I aminoacyl-tRNA synthetase family.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182H9T9","RP20_CCG024906","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182HA21","RP20_CCG025049","TPT domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182HA79","RP20_CCG025159","SWIM-type domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182HAA6","RP20_CCG025203","Uncharacterized protein; Belongs to the cytochrome P450 family.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182HAA9","RP20_CCG025206","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182HAG7","RP20_CCG025297","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182HAS2","RP20_CCG025470","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182HAT0","RP20_CCG025481","Ribosomal_L7Ae domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182HAW0","RP20_CCG025542","Integrase catalytic domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182HB08","RP20_CCG025628","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182HB25","RP20_CCG025658","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182HB57","RP20_CCG025714","HATPase_c domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182HB86","RP20_CCG025782","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182HBD0","RP20_CCG025859","MI domain-containing protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","GOCC:0005622","Intracellular",365,8504,0.08,0.44,0.00021,"A0A182HBL3","RP20_CCG026001","Uncharacterized protein.",NA,NA,NA,NA,"Subcellular Location",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
