"uniprot_id","species","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Q172L3","Aedes aegypti","GO:0008039","Synaptic target recognition",9,64,0.74,0.58,0.0028,"AAEL007331","AAEL007331-PA.",NA,NA,"animal organ development; system development",NA,"Plexin repeat","ATRN","CUB,EGF_2,Kelch_1,Kelch_3,Kelch_4,Kelch_5,Kelch_6,Laminin_EGF,Lectin_C,PSI","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q174W8","Aedes aegypti","GO:0008039","Synaptic target recognition",9,64,0.74,0.58,0.0028,"GPRFZ2","AAEL006778-PA; Belongs to the G-protein coupled receptor Fz/Smo family.",NA,NA,"canonical Wnt signaling pathway; non-canonical Wnt signaling pathway","G protein-coupled receptor activity; Wnt receptor activity; Wnt-protein binding","Belongs to the G-protein coupled receptor Fz Smo family","FZD5","Frizzled,Fz","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17HG6","Aedes aegypti","GO:0008039","Synaptic target recognition",9,64,0.74,0.58,0.0028,"AAEL002690","AAEL002690-PA.",NA,NA,"motor neuron axon guidance",NA,"Beat protein",NA,"C2-set_2,Ig_3","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"J9EAN8","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"J9EAN8_AEDAE","AAEL010145-PC.",NA,"This is the non-catalytic component of the active enzyme, which catalyzes the hydrolysis of ATP coupled with the exchange of Na(+) and K(+) ions across the plasma membrane. The beta subunit regulates, through assembly of alpha/beta heterodimers, the number of sodium pumps transported to the plasma membrane","intracellular potassium ion homeostasis; intracellular sodium ion homeostasis; potassium ion import across plasma membrane; sodium ion export across plasma membrane","ATPase activator activity","Sodium / potassium ATPase beta chain","nrv2","Na_K-ATPase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IE98","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL012979","AAEL012979-PA.",NA,NA,"axon guidance; imaginal disc-derived wing morphogenesis; ommatidial rotation; positive regulation of neurogenesis; R3/R4 cell differentiation; regulation of growth; regulation of plasma membrane bounded cell projection organization",NA,"Immunoglobulin domain",NA,"I-set","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IE99","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL012977","AAEL012977-PA.",NA,NA,NA,"protein kinase activity","Immunoglobulin domain",NA,"I-set","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IFC5","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL005895","AAEL005895-PA.",NA,NA,"axonogenesis; central nervous system development","heparin binding; transition metal ion binding","beta-amyloid precursor protein C-terminus","APLP2","APP_Cu_bd,APP_E2,APP_N,APP_amyloid,Beta-APP,Kunitz_BPTI","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IG29","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL003527","AAEL003527-PA.","Protein-lysine N-methyltransferase SMYD4","Protein-lysine N-methyltransferase. Monomethylates PRMT5, modulating its transcriptional activity. May also act as a histone methyltransferase. Plays a critical role in cardiac development. Acts as a key epigenetic regulator of gene expression during cardiac development via its dual activities as a methyltransferase and negative regulator of HDAC1","compound eye photoreceptor development; methylation","histone deacetylase binding; N-methyltransferase activity; protein methyltransferase activity; S-adenosylmethionine-dependent methyltransferase activity; zinc ion binding","SET domain","SMYD4","SET,zf-MYND","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16FK4","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL014730","AAEL014730-PA.",NA,NA,"protein localization","protein kinase binding","Neurobeachin","LRBA","Beach,DUF1088,DUF4704,Laminin_G_3,PH_BEACH,WD40","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16GL8","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL014337","Mitotic protein phosphatase 1 regulator, putative.",NA,NA,NA,NA,"Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16HK0","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL013997","AAEL013997-PA.",NA,NA,"signal transduction",NA,"Guanine nucleotide-binding protein","GNB4","WD40","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16I15","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL013830","Bmp-induced factor.",NA,NA,"animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II","zinc ion binding","Broad-Complex, Tramtrack and Bric a brac","chinmo","BTB,zf-C2H2,zf-C2H2_4","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16I75","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL013770","Zinc finger protein.",NA,NA,"adaptive immune response; cell fate commitment; innate immune response","DNA-binding transcription repressor activity, RNA polymerase II-specific; N-methyltransferase activity; protein methyltransferase activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding; S-adenosylmethionine-dependent methyltransferase activity; zinc ion binding","SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain","PRDM1","SET,zf-C2H2","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16I88","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL013758","AAEL013758-PA.",NA,NA,NA,NA,"CD80-like C2-set immunoglobulin domain",NA,"C2-set_2,Ig_3,V-set,ig","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16IN4","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL013602","AAEL013602-PA.",NA,NA,NA,NA,"Laminin G domain","EGFLAM","EGF,Laminin_G_1,Laminin_G_2,fn3,hEGF","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16IW8","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL013529","AAEL013529-PA.",NA,NA,"neurotransmitter secretion",NA,"It is involved in the biological process described with neurotransmitter secretion","SYN3","Synapsin,Synapsin_C,Synapsin_N","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16KQ8","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL012905","AAEL012905-PA.",NA,NA,NA,"calcium ion binding","Zona pellucida (ZP) domain",NA,"EGF_CA,Zona_pellucida","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16KQ9","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL012910","AAEL012910-PA.",NA,NA,NA,"calcium ion binding","Follistatin-N-terminal domain-like","dp","EGF_CA,Zona_pellucida","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16KR0","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL012908","AAEL012908-PA.",NA,NA,NA,NA,"EGF domain, unclasssified subfamily","fbn-1","EGF_CA","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16L96","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL012723","AAEL012723-PA; Belongs to the protein kinase superfamily.","mitogen-activated protein kinase kinase",NA,NA,"ATP binding; MAP kinase kinase activity; protein serine/threonine kinase activity; protein tyrosine kinase activity","protein kinase kinase","MAP2K1","Pkinase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LK0","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL012627","AAEL012627-PA.",NA,NA,"establishment of mitotic spindle orientation; regulation of establishment of bipolar cell polarity; signal transduction",NA,"Ras association (RalGDS/AF-6) domain","ANKFN1","Ank_4,RA,fn3","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LS6","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL012541","AAEL012541-PA.",NA,NA,"neurotransmitter secretion",NA,"It is involved in the biological process described with neurotransmitter secretion","SYN3","Synapsin,Synapsin_C,Synapsin_N","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LU2","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL012517","AAEL012517-PA.",NA,NA,NA,NA,"pro-neuregulin-2, membrane-bound","NRG2","EGF,I-set,Neuregulin","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LX7","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL012493","AAEL012493-PA.",NA,NA,"animal organ development; system development",NA,"Plexin repeat","ATRN","CUB,EGF_2,Kelch_1,Kelch_3,Kelch_4,Kelch_5,Kelch_6,Laminin_EGF,Lectin_C,PSI","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16M53","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL012420","AAEL012420-PA.",NA,NA,"post-transcriptional regulation of gene expression","mRNA 3'-UTR binding","Pumilio-family RNA binding repeat","PUM2","PUF","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16M54","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL012416","AAEL012416-PA.",NA,NA,NA,NA,"mRNA binding",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16MK4","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL012273","AAEL012273-PA.",NA,NA,"hematopoietic progenitor cell differentiation",NA,"Armadillo repeat-containing protein 6","ARMC6","Arm","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16N85","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL012057","Enhancer of polycomb-like protein.","Enhancer of polycomb-like protein",NA,"regulation of transcription by RNA polymerase II",NA,"Enhancer of polycomb","EPC1","EPL1,E_Pc_C","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16PP6","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL011565","AAEL011565-PA.",NA,NA,"signal transduction",NA,"It is involved in the biological process described with signal transduction",NA,"Ank_2,Ank_3,Ank_4,Ank_5,Death,ZU5","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16PT5","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL011536","Phosphoacetylglucosamine mutase; Catalyzes the conversion of GlcNAc-6-P into GlcNAc-1-P during the synthesis of uridine diphosphate/UDP-GlcNAc, a sugar nucleotide critical to multiple glycosylation pathways including protein N- and O- glycosylation; Belongs to the phosphohexose mutase family.","Phosphoacetylglucosamine mutase","Catalyzes the conversion of GlcNAc-6-P into GlcNAc-1-P during the synthesis of uridine diphosphate/UDP-GlcNAc, a sugar nucleotide critical to multiple glycosylation pathways including protein N- and O-glycosylation","carbohydrate metabolic process; cell wall organization; UDP-N-acetylglucosamine biosynthetic process","magnesium ion binding; phosphoacetylglucosamine mutase activity","Catalyzes the conversion of GlcNAc-6-P into GlcNAc-1-P during the synthesis of uridine diphosphate UDP-GlcNAc, a sugar nucleotide critical to multiple glycosylation pathways including protein N- and O-glycosylation","PGM3","PGM_PMM_I,PGM_PMM_III,PGM_PMM_IV","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16R23","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL011105","AAEL011105-PB.",NA,NA,NA,"actin filament binding","Class II Aldolase and Adducin N-terminal domain","add-1","Aldolase_II","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16R65","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL011058","Lim domain binding protein.",NA,NA,NA,"LIM domain binding","Lim domain binding protein","LDB2","LIM_bind","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16RM1","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL010908","AAEL010908-PA.",NA,NA,NA,NA,"Headcase protein","HECA","HECA,Headcase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16RU6","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL010835","Mitogen-activated protein kinase kinase kinase.","Mitogen-activated protein kinase kinase kinase dlk-1",NA,"intracellular signal transduction; regulation of macromolecule metabolic process; regulation of primary metabolic process; response to stress","ATP binding; protein serine/threonine kinase activity","Mitogen-activated protein kinase kinase kinase","MAP3K13","Pkinase,Pkinase_Tyr","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16SB0","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL010643","AAEL010643-PA.",NA,NA,NA,NA,"P21-Rho-binding domain","PAK3","PBD,Pkinase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16TR7","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL010144","AAEL010144-PA.",NA,NA,"extracellular matrix organization; proteolysis","metalloendopeptidase activity","Thrombospondin type 1 repeats","ADAMTSL1","ADAM_spacer1,I-set,Ig_3,PLAC,TSP_1","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16U10","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL010061","AAEL010061-PA.",NA,NA,NA,"actin binding","Formin Homology 2 Domain","FHDC1","Drf_FH3,FH2","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16UC4","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL009947","Homeotic antennapedia protein, putative.","Homeotic protein antennapedia","Sequence-specific transcription factor which is part of a developmental regulatory system that regulates segmental identity in the mesothorax. Provides cells with specific positional identities on the anterior-posterior axis","anterior/posterior pattern specification; negative regulation of transcription by RNA polymerase II","DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","Homeotic antennapedia protein","HOXB7","Homeobox","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16VM1","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL009515","AAEL009515-PA.",NA,NA,NA,"chromatin binding","DNA- binding",NA,"PWWP","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16W03","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL009377","AAEL009377-PA.","small monomeric GTPase",NA,"epidermis development; Rap protein signal transduction","GTP binding; GTPase activity","Ras subfamily of RAS small GTPases","RAP1A","Ras","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16WF1","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL009240","AAEL009240-PA.","Carboxylesterase type B domain-containing protein",NA,NA,"hydrolase activity","alpha/beta hydrolase fold","Nrt","COesterase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16WM1","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL009175","AAEL009175-PA.",NA,NA,"axon guidance; digestive tract development; embryonic morphogenesis; embryonic organ development; epithelial cell migration; formation of animal organ boundary; gland development; glial cell migration; mesoderm development; negative chemotaxis; regulation of cell-cell adhesion; regulation of multicellular organismal process; reproductive structure development; sex differentiation","calcium ion binding; heparin binding; Roundabout binding","C-terminal cystine knot-like domain (CTCK)","SLIT2","EGF,LRRCT,LRRNT,LRR_8,Laminin_G_1,Laminin_G_2,hEGF","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16XT3","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL008773","AAEL008773-PA.","Laminin A chain",NA,"animal organ morphogenesis; axon development; basement membrane organization; cell migration; respiratory system development; response to stress; substrate adhesion-dependent cell spreading; tissue development",NA,"Laminin Domain II","epi-1","Laminin_B,Laminin_EGF,Laminin_G_2,Laminin_I,Laminin_II,Laminin_N","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16Y82","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL008622","AAEL008622-PA.","Stress-activated protein kinase JNK","Responds to activation by environmental stress and pro-inflammatory cytokines by phosphorylating a number of transcription factors, and thus regulates transcriptional activity",NA,"ATP binding; MAP kinase activity; protein serine kinase activity","Mitogen-activated protein kinase",NA,"Pkinase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16YG3","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL008554","AAEL008554-PA.","protein-tyrosine-phosphatase",NA,"cell differentiation; intracellular signal transduction; mitotic cell cycle","non-membrane spanning protein tyrosine phosphatase activity; phosphotyrosine residue binding","Src homology 2 domains","PTPN11","SH2,Y_phosphatase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16YG8","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL008528","AAEL008528-PA.","protein-tyrosine-phosphatase",NA,"anatomical structure morphogenesis; intracellular signal transduction; mitotic cell cycle; neuron development","non-membrane spanning protein tyrosine phosphatase activity; phosphotyrosine residue binding","Protein tyrosine phosphatase n11","PTPN11","SH2,Y_phosphatase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16YZ8","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL008362","AAEL008362-PA.",NA,NA,NA,"glycosaminoglycan binding; N-acetylglucosamine-6-sulfatase activity","Sulfatase protein","SULF1","DUF3740,Sulfatase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16YZ9","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL008372","Sulfatase-1, sulf-1.",NA,NA,NA,"glycosaminoglycan binding; N-acetylglucosamine-6-sulfatase activity","Sulfatase","SULF1","DUF3740,Sulfatase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16Z01","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL008371","AAEL008371-PA.",NA,NA,NA,"GTPase activator activity","GTPase-activator protein for Ras-like GTPases","NF1","CRAL_TRIO_2,RasGAP","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q170K4","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL007888","Protein 4.1 homolog (Coracle protein), putative.","Moesin/ezrin/radixin homolog 1",NA,"actomyosin structure organization; animal organ morphogenesis; neuron differentiation","actin binding; structural molecule activity","4.1 protein C-terminal domain (CTD)","EPB41L2","4_1_CTD,FA,FERM_C,FERM_M,FERM_N,SAB","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q170K8","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q171J8","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q172L3","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL007331","AAEL007331-PA.",NA,NA,"animal organ development; system development",NA,"Plexin repeat","ATRN","CUB,EGF_2,Kelch_1,Kelch_3,Kelch_4,Kelch_5,Kelch_6,Laminin_EGF,Lectin_C,PSI","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q173B0","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL007217","AAEL007217-PA.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q174K3","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL006876","AAEL006876-PA.",NA,NA,"mRNA transport; regulation of translation","RNA binding","Igf2 mRNA binding protein","IGF2BP3","KH_1,RRM_1","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q174W8","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"GPRFZ2","AAEL006778-PA; Belongs to the G-protein coupled receptor Fz/Smo family.",NA,NA,"canonical Wnt signaling pathway; non-canonical Wnt signaling pathway","G protein-coupled receptor activity; Wnt receptor activity; Wnt-protein binding","Belongs to the G-protein coupled receptor Fz Smo family","FZD5","Frizzled,Fz","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q177R3","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL006057","AAEL006057-PA.",NA,NA,"regulation of translation","mRNA binding","RNA recognition motif","MSI1","RRM_1","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q177S2","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL006038","AAEL006038-PA.",NA,NA,"cytoskeleton organization; regulation of cell shape; regulation of transcription by RNA polymerase II",NA,"Wd-repeat protein","BRWD3","Bromodomain,WD40","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17BK4","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL004934","AAEL004934-PA.",NA,NA,NA,NA,"S phase cyclin A-associated protein in the endoplasmic reticulum","SCAPER","SCAPER_N,zf-met","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17BN5","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL004900","AAEL004900-PA; Belongs to the FPP/GGPP synthase family.",NA,NA,"isoprenoid biosynthetic process; pheromone biosynthetic process","metal ion binding; prenyl diphosphate synthase activity","Belongs to the FPP GGPP synthase family","GGPS1","polyprenyl_synt","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17BY7","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL004737","Lim domain binding protein.",NA,NA,NA,"LIM domain binding","LIM-domain binding protein","LDB2","LIM_bind","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17C29","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL004715","AAEL004715-PA.","Anti-proliferative protein domain-containing protein",NA,"negative regulation of cell population proliferation",NA,"BTG family","BTG1","BTG","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17C39","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL004717","AAEL004717-PA.",NA,NA,"axon guidance","cyclin-dependent protein serine/threonine kinase activator activity; protein kinase binding","Cyclin-dependent kinase 5 activator","CDK5R1","CDK5_activator","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17C93","Aedes aegypti","GO:0048731","System development",106,1578,0.42,1.18,3.37e-16,"AAEL004651","Multiple ankyrin repeats single kh domain protein.",NA,NA,"innate immune response",NA,"Multiple ankyrin repeats single kh domain protein",NA,"Ank,Ank_2,Ank_3,Ank_4","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
