"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"A0A182GTP3"," RP20_CCG015594","AALF015594",NA,"protein_coding","Aedes albopictus","JXUM01S003557",0.122162,"",43.57,1,4632,2673,4578,177,1728,2
"A0A182GW84"," RP20_CCG016899","AALF016899",NA,"protein_coding","Aedes albopictus","JXUM01S003924",0.123335,"",48.31,1,2745,591,2745,1039,1115,1
"A0A182H4D2"," CCG021458.1","AALF021458",NA,"protein_coding","Aedes albopictus","JXUM01S000069",0.12349,"brat protein [Source:Projected from Aedes aegypti lvpagwg (AAEL004918) VB Community Annotation]",39.34,1,39389,2718,39389,284,36387,1
"A0A182H3V6"," CCG021176.1","AALF021176",NA,"protein_coding","Aedes albopictus","JXUM01S005114",0.12486,"",47.63,1,6086,3063,6086,1017,2006,1
"A0A182GUL1"," RP20_CCG016050","AALF016050",NA,"protein_coding","Aedes albopictus","JXUM01S003664",0.124889,"",44.67,1,16957,204,16957,8400,8353,1
"A0A182HEP9"," RP20_CCG028052","AALF028052",NA,"protein_coding","Aedes albopictus","JXUM01S000974",0.12489,"",41.63,1,46938,1743,46938,37001,8194,1
"A0A182G6P1"," CCG004137.1","AALF004137",NA,"protein_coding","Aedes albopictus","JXUM01S001342",0.125052,"mitochondrial intermediate peptidase [Source:Projected from Aedes aegypti (AAEL003461) VB Community Annotation]",52.38,1,3232,1506,3109,855,748,2
"A0A023ELS0"," RP20_CCG024490","AALF024490",NA,"protein_coding","Aedes albopictus","JXUM01S000769",0.126376,"",38.16,1,7552,6465,7552,1,1086,1
"A0A182H5J7"," RP20_CCG022170","AALF022170",NA,"protein_coding","Aedes albopictus","JXUM01S005447",0.127128,"",49.39,1,1723,696,1723,230,797,1
"A0A182GTN5"," CCG015582.1","AALF015582",109428894,"protein_coding","Aedes albopictus","JXUM01S003558",0.127828,"retinaldehyde binding protein [Source:Projected from Aedes aegypti (AAEL005701) VB Community Annotation]",41.56,1,32603,1164,24133,474,22495,2
"A0A1W7R911"," CCG016545.1","AALF016545",NA,"protein_coding","Aedes albopictus","JXUM01S000433",0.128948,"",36.41,1,12945,1695,1695,NA,NA,4
"A0A182HDI3"," RP20_CCG027221","AALF027221",NA,"protein_coding","Aedes albopictus","JXUM01S000918",0.130297,"",48.09,1,1888,1320,1790,89,381,2
"A0A182HEK1"," RP20_CCG027956","AALF027956",NA,"protein_coding","Aedes albopictus","JXUM01S000970",0.131402,"",47.71,1,1700,207,445,24,214,2
"A0A182GGD0"," CCG009444.1","AALF009444",NA,"protein_coding","Aedes albopictus","JXUM01S002053",0.131934,"",37.99,1,11930,1026,1829,114,689,6
"A0A182H1A1"," CCG019713.1","AALF019713",NA,"protein_coding","Aedes albopictus","JXUM01S004655",0.132042,"",50.83,1,2054,1356,2054,74,624,1
"A0A182GM61"," CCG012320.1","AALF012320",NA,"protein_coding","Aedes albopictus","JXUM01S002700",0.132344,"",45.39,1,13876,2733,3469,492,244,6
"A0A182H006"," CCG018988.1","AALF018988",NA,"protein_coding","Aedes albopictus","JXUM01S004462",0.132447,"",44.6,1,491,255,427,111,61,2
"A0A182GZY6"," CCG018968.1","AALF018968",NA,"protein_coding","Aedes albopictus","JXUM01S000521",0.132548,"",49.5,1,6646,3741,5419,955,723,3
"A0A182GEE1"," RP20_CCG008473.2","AALF008473",NA,"protein_coding","Aedes albopictus","JXUM01S001877",0.132964,"chordin [Source:Projected from Aedes aegypti (AAEL005627) VB Community Annotation]",45.48,1,40546,2499,37097,32151,2447,5
"A0A182GNU5"," RP20_CCG013127","AALF013127",NA,"protein_coding","Aedes albopictus","JXUM01S002895",0.136866,"",40.29,1,17162,897,2174,192,1085,3
"A0A182GVZ2"," CCG016755.1","AALF016755",NA,"protein_coding","Aedes albopictus","JXUM01S003857",0.137417,"sugar transporter [Source:Projected from Aedes aegypti (AAEL010485) VB Community Annotation]",43.5,1,9907,1425,1949,277,247,3
"A0A023EQE1"," CCG022055.1","AALF022055",109412243,"protein_coding","Aedes albopictus","JXUM01S000688",0.13748,"Serine/threonine-protein phosphatase [Source:UniProtKB/TrEMBL;Acc:A0A023EQE1]",42.93,1,9864,924,1590,657,9,3
"A0A023ES09"," CCG019013.1","AALF019013",NA,"protein_coding","Aedes albopictus","JXUM01S004481",0.137676,"",51.44,1,1948,1188,1891,49,654,2
"A0A182H898"," RP20_CCG023897","AALF023897",NA,"protein_coding","Aedes albopictus","JXUM01S006050",0.138446,"",45.49,1,743,270,743,124,349,1
"A0A182GER1"," CCG019284.1","AALF019284",NA,"protein_coding","Aedes albopictus","JXUM01S000524",0.138977,"Histone H2B [Source:UniProtKB/TrEMBL;Acc:A0A182GER1]",55.46,1,577,390,577,34,153,1
"A0A182G4X0"," CCG003006.1","AALF003006",NA,"protein_coding","Aedes albopictus","JXUM01S000141",0.139385,"Mitochondrial fission 1 protein [Source:UniProtKB/TrEMBL;Acc:A0A182G4X0]",40.72,1,12204,459,1140,145,536,3
"A0A182G786"," RP20_CCG004462","AALF004462",NA,"protein_coding","Aedes albopictus","JXUM01S001402",0.139664,"ssm4 protein [Source:Projected from Aedes aegypti (AAEL009353) VB Community Annotation]",41.34,1,21326,3096,10015,599,6320,4
"A0A023EFI7"," RP20_CCG009367","AALF009367",109411874,"protein_coding","Aedes albopictus","JXUM01S000230",0.139724,"Sidoreflexin [Source:UniProtKB/TrEMBL;Acc:A0A182GG74]",42.43,1,25330,963,2218,862,393,5
"A0A023EPH3"," CCG007423.1","AALF007423",NA,"protein_coding","Aedes albopictus","JXUM01S000176",0.140199,"aldo-keto reductase [Source:Projected from Aedes aegypti (AAEL004102) VB Community Annotation]",43.45,1,2200,957,2075,94,1024,3
"A0A182GVH5"," CCG016469.1","AALF016469",NA,"protein_coding","Aedes albopictus","JXUM01S003777",0.140588,"",42.43,1,10259,357,10080,13,9710,2
"A0A023ELY3"," CCG028395.1","AALF028395",NA,"protein_coding","Aedes albopictus","JXUM01S000998",0.140682,"Putative salivary secreted mucin 3 [Source:UniProtKB/TrEMBL;Acc:A0A023EMK8]",39.69,1,36480,870,1868,527,471,4
"A0A182GMR2"," RP20_CCG012611","AALF012611",NA,"protein_coding","Aedes albopictus","JXUM01S002764",0.141747,"",40.61,1,3425,507,1394,222,665,2
"A0A182GZG4"," RP20_CCG018673","AALF018673",NA,"protein_coding","Aedes albopictus","JXUM01S004396",0.142129,"",51.69,1,1807,1212,1630,110,308,3
"A0A023ECJ9"," CCG026969.1","AALF026969",NA,"protein_coding","Aedes albopictus","JXUM01S000922",0.14297,"",38.95,1,4064,291,4064,594,3179,1
"A0A182GRU6"," CCG014643.1","AALF014643",NA,"protein_coding","Aedes albopictus","JXUM01S003266",0.143462,"",39.48,1,1259,516,1094,45,533,3
"A0A182G3E0"," CCG002063.1","AALF002063",NA,"protein_coding","Aedes albopictus","JXUM01S001161",0.144737,"",39.42,1,35740,2778,11851,112,8961,5
"A0A023EWG1"," CCG016454.1","AALF016454",NA,"protein_coding","Aedes albopictus","JXUM01S003775",0.144816,"arf GTPase-activating protein [Source:Projected from Aedes aegypti lvpagwg (AAEL001277) VB Community Annotation]",42.05,1,8294,1659,2673,255,759,7
"A0A182H5V2"," RP20_CCG022352","AALF022352",NA,"protein_coding","Aedes albopictus","JXUM01S000665",0.144843,"phosphatidyltransferase [Source:Projected from Aedes aegypti (AAEL001472) VB Community Annotation]",38.05,1,24068,1161,2839,477,1201,6
"A0A182GJV0"," CCG011190.1","AALF011190",NA,"protein_coding","Aedes albopictus","JXUM01S002424",0.146318,"4-aminobutyrate aminotransferase [Source:Projected from Aedes aegypti (AAEL012609) VB Community Annotation]",47.32,1,1602,1065,1468,66,337,3
"A0A182HBW7"," CCG026194.1","AALF026194",NA,"protein_coding","Aedes albopictus","JXUM01S000861",0.147769,"",35.77,1,16098,231,930,400,299,2
"A0A023EDK2"," RP20_CCG013111","AALF013111",109406008,"protein_coding","Aedes albopictus","JXUM01S002886",0.148169,"MICOS complex subunit MIC13 [Source:UniProtKB/TrEMBL;Acc:A0A023EFH1]",48.5,1,5431,375,5288,113,4800,3
"A0A182GVL4"," CCG016546.1","AALF016546",NA,"protein_coding","Aedes albopictus","JXUM01S000433",0.14849,"",45.36,1,6188,2892,5936,1203,1841,5
"A0A023EIB6"," RP20_CCG003697","AALF003697",109424830,"protein_coding","Aedes albopictus","JXUM01S001292",0.149853,"Putative gtp-binding protein [Source:UniProtKB/TrEMBL;Acc:A0A023EIB6]",40.24,1,51213,621,1736,480,635,5
"A0A023EGI5"," RP20_CCG012262","AALF012262",NA,"protein_coding","Aedes albopictus","JXUM01S002683",0.149934,"Putative secreted protein [Source:UniProtKB/TrEMBL;Acc:A0A023EGI5]",42.98,1,1724,423,921,128,370,3
"A0A023EJC8"," RP20_CCG016448","AALF016448",NA,"protein_coding","Aedes albopictus","JXUM01S003771",0.150021,"",42.24,1,2306,1086,1579,39,454,3
"A0A182GVH7"," RP20_CCG016471","AALF016471",NA,"protein_coding","Aedes albopictus","JXUM01S003778",0.15079,"",43.98,1,15888,3528,7642,349,3765,5
"A0A182GF18"," CCG008798.1","AALF008798",NA,"protein_coding","Aedes albopictus","JXUM01S001931",0.151167,"",51.66,1,2437,1188,2437,257,992,1
"A0A023EQB6"," RP20_CCG013157","AALF013157",NA,"protein_coding","Aedes albopictus","JXUM01S002899",0.151839,"",41.3,1,40061,2547,31843,22219,7077,7
"A0A182GA81"," CCG006215.3","AALF006215",NA,"protein_coding","Aedes albopictus","JXUM01S001563",0.152288,"alanyl aminopeptidase [Source:Projected from Aedes aegypti (AAEL005821) VB Community Annotation]",39.22,1,14224,2412,3327,492,423,4
"A0A182GQC8"," CCG013868.1","AALF013868",NA,"protein_coding","Aedes albopictus","JXUM01S003069",0.152349,"",49.75,1,1385,774,1385,76,535,1
"A0A182G5U1"," CCG003603.1","AALF003603",NA,"protein_coding","Aedes albopictus","JXUM01S000139",0.152933,"ga binding protein beta chain (transcription factor e4tf1-47) [Source:Projected from Aedes aegypti (AAEL013278) VB Community Annotation]",39.84,1,34044,2013,11322,7488,1821,6
"A0A023EV20"," RP20_CCG014045","AALF014045",NA,"protein_coding","Aedes albopictus","JXUM01S003117",0.154298,"protease m1 zinc metalloprotease [Source:Projected from Aedes aegypti (AAEL012217) VB Community Annotation]",54.81,1,3184,2811,2945,31,103,5
"A0A023EG27"," CCG012242.1","AALF012242",NA,"protein_coding","Aedes albopictus","JXUM01S002688",0.155371,"",49.38,1,4038,408,4038,581,3049,1
"A0A182G6Q0"," RP20_CCG004148","AALF004148",NA,"protein_coding","Aedes albopictus","JXUM01S001338",0.157318,"",47.22,1,1959,210,1959,814,935,1
"A0A182GMX8"," RP20_CCG012708","AALF012708",NA,"protein_coding","Aedes albopictus","JXUM01S002783",0.157917,"",46.56,1,4839,1194,4839,1367,2278,1
"A0A023EWD5"," RP20_CCG013505","AALF013505",NA,"protein_coding","Aedes albopictus","JXUM01S002993",0.160167,"",50.18,1,17433,7836,8618,369,413,10
"A0A182GEP8"," CCG008622.1","AALF008622",NA,"protein_coding","Aedes albopictus","JXUM01S001900",0.160409,"DNA helicase recq1 [Source:Projected from Aedes aegypti (AAEL007256) VB Community Annotation]",44.71,1,10142,2253,3618,66,1299,3
"A0A023EQA1"," RP20_CCG015560","AALF015560",NA,"protein_coding","Aedes albopictus","JXUM01S003541",0.161378,"",41.24,1,3722,1191,2324,642,491,2
"A0A023EV26"," CCG017793.1","AALF017793",NA,"protein_coding","Aedes albopictus","JXUM01S000486",0.162328,"circadian protein clock/arnt/bmal/pas [Source:Projected from Aedes aegypti (AAEL002049) VB Community Annotation]",39.12,1,109475,1968,30970,690,28312,8
"A0A182GPS6"," RP20_CCG014970","AALF014970",NA,"protein_coding","Aedes albopictus","JXUM01S003354",0.162697,"",45.91,1,1856,1665,1856,76,115,1
"A0A182GLC9"," CCG011919.1","AALF011919",NA,"protein_coding","Aedes albopictus","JXUM01S002580",0.162855,"",40.41,1,7725,516,7555,107,6932,3
"A0A182GNJ3"," RP20_CCG012980","AALF012980",NA,"protein_coding","Aedes albopictus","JXUM01S002844",0.16406,"",45.48,1,2355,1710,2355,118,527,1
"A0A182GGU3"," CCG009668.1","AALF009668",NA,"protein_coding","Aedes albopictus","JXUM01S002097",0.166514,"",37.67,1,9602,1134,2039,47,858,4
"A0A182GMD7"," CCG012454.1","AALF012454",109431672,"protein_coding","Aedes albopictus","JXUM01S000294",0.167632,"Putative mrna cleavage factor i subunit/cpsf subunit [Source:Projected from Aedes aegypti lvpagwg (AAEL017164) UniProtKB/TrEMBL;Acc:A0A0N8ES32]",44.81,1,4695,1848,2982,254,880,6
"A0A182GPS6"," CCG013576.1","AALF013576",NA,"protein_coding","Aedes albopictus","JXUM01S002998",0.168019,"",45.91,1,1895,1665,1895,76,154,1
"A0A023EMU5"," CCG014061.1","AALF014061",NA,"protein_coding","Aedes albopictus","JXUM01S003125",0.168918,"",46.59,1,1891,897,1380,202,281,6
"A0A182GUD0"," RP20_CCG015915","AALF015915",NA,"protein_coding","Aedes albopictus","JXUM01S003635",0.169108,"",55.19,1,1022,834,1022,140,48,1
"A0A182GLB9"," CCG011899.1","AALF011899",109417539,"protein_coding","Aedes albopictus","JXUM01S002568",0.169207,"",46.93,1,1956,1029,1956,157,770,1
"A0A182GH02"," RP20_CCG009737","AALF009737",NA,"protein_coding","Aedes albopictus","JXUM01S002116",0.170894,"",45.09,1,25437,2112,12600,283,10205,7
"A0A023EWC5"," RP20_CCG008318","AALF008318",NA,"protein_coding","Aedes albopictus","JXUM01S001839",0.17187,"",40.75,1,48487,3912,6418,1158,1348,14
"A0A182GR75"," CCG014290.1","AALF014290",NA,"protein_coding","Aedes albopictus","JXUM01S003181",0.171885,"Nibrin [Source:UniProtKB/TrEMBL;Acc:A0A182GR75]",49.53,1,3844,2223,3506,114,1169,3
"A0A182GEY8"," RP20_CCG008758.2","AALF008758",NA,"protein_coding","Aedes albopictus","JXUM01S001924",0.171941,"poly(a) polymerase cid (pap) (caffein-induced death protein) [Source:Projected from Aedes aegypti (AAEL006249) VB Community Annotation]",43.55,1,20188,4074,5703,441,1188,8
"A0A182GQ07"," RP20_CCG013710","AALF013710",NA,"protein_coding","Aedes albopictus","JXUM01S003032",0.174559,"",54.02,1,2403,1956,2148,104,88,5
"A0A182GXI3"," RP20_CCG017609.3","AALF017609",NA,"protein_coding","Aedes albopictus","JXUM01S004104",0.176075,"Histone-lysine N-methyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182GXI3]",44.3,1,35187,16953,18332,276,1103,15
"A0A182GE35"," RP20_CCG008334","AALF008334",NA,"protein_coding","Aedes albopictus","JXUM01S001846",0.176679,"Cation-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:A0A182GE35]",45.73,1,6550,3033,6550,646,2871,1
"A0A182GAX4"," CCG006622.1","AALF006622",NA,"protein_coding","Aedes albopictus","JXUM01S001601",0.176769,"",42.92,1,24019,1758,9724,5997,1969,5
"A0A182GNC4"," CCG012894.1","AALF012894",NA,"protein_coding","Aedes albopictus","JXUM01S002825",0.177265,"",40.64,1,2264,744,1533,290,499,2
"A0A182GP12"," RP20_CCG013219","AALF013219",109398471,"protein_coding","Aedes albopictus","JXUM01S002909",0.178232,"Methionine aminopeptidase [Source:UniProtKB/TrEMBL;Acc:A0A182GP12]",43.55,1,7258,1116,2108,250,742,4
"A0A023EK51"," CCG013130.1","AALF013130",109402498,"protein_coding","Aedes albopictus","JXUM01S002894",0.178769,"Protein YIPF [Source:UniProtKB/TrEMBL;Acc:A0A182GNU8]",39.29,1,10440,681,1112,166,265,5
"A0A182G2J8"," CCG001475.1","AALF001475",NA,"protein_coding","Aedes albopictus","JXUM01S001133",0.17883,"Non-lysosomal glucosylceramidase [Source:UniProtKB/TrEMBL;Acc:A0A182G2J8]",39.36,1,36909,2664,5105,107,2334,8
"A0A182H8E2"," CCG023968.1","AALF023968",NA,"protein_coding","Aedes albopictus","JXUM01S000766",0.180347,"",49.06,1,8378,2565,5007,264,2178,5
"A0A182GMQ0"," RP20_CCG012595","AALF012595",NA,"protein_coding","Aedes albopictus","JXUM01S002760",0.182442,"",41.65,1,10144,870,2609,322,1417,2
"A0A182GRS0"," CCG014597.1","AALF014597",NA,"protein_coding","Aedes albopictus","JXUM01S003263",0.182783,"",52.26,1,817,507,817,95,215,1
"A0A023ES44"," RP20_CCG009285","AALF009285",NA,"protein_coding","Aedes albopictus","JXUM01S002018",0.184872,"",40.78,1,34156,1233,2983,402,1348,7
"A0A023EGR0"," RP20_CCG004464","AALF004464",NA,"protein_coding","Aedes albopictus","JXUM01S001402",0.185771,"",52.75,1,1020,447,947,286,214,2
"A0A1W7R6H8"," RP20_CCG002747","AALF002747",NA,"protein_coding","Aedes albopictus","JXUM01S001228",0.186681,"",52.1,1,998,819,998,121,58,1
"A0A182GPM2"," RP20_CCG013506","AALF013506",NA,"protein_coding","Aedes albopictus","JXUM01S002993",0.188224,"",52.05,1,855,615,855,1,239,1
"A0A182GS33"," RP20_CCG014760","AALF014760",NA,"protein_coding","Aedes albopictus","JXUM01S000376",0.189258,"alpha-1,2-Mannosidase [Source:UniProtKB/TrEMBL;Acc:A0A182GS33]",39.52,1,22532,2169,11971,603,9199,10
"A0A182HEI5"," CCG021115.1","AALF021115",NA,"protein_coding","Aedes albopictus","JXUM01S000609",0.189771,"",47.47,1,1386,786,1386,341,259,1
"A0A023EQX8"," CCG008319.2","AALF008319",NA,"protein_coding","Aedes albopictus","JXUM01S001841",0.190159,"Serine/threonine-protein phosphatase [Source:UniProtKB/TrEMBL;Acc:A0A182GE26]",52.23,1,1972,912,1647,37,698,6
"A0A182GCS9"," RP20_CCG007686","AALF007686",NA,"protein_coding","Aedes albopictus","JXUM01S001732",0.190745,"synaptojanin [Source:Projected from Aedes aegypti (AAEL011417) VB Community Annotation]",41.63,1,41710,3684,29789,24572,1533,6
"A0A023ETE2"," CCG015621.1","AALF015621",NA,"protein_coding","Aedes albopictus","JXUM01S000407",0.191567,"",44.84,1,3633,2007,3215,186,1022,3
"A0A182GPX9"," CCG013663.1","AALF013663",NA,"protein_coding","Aedes albopictus","JXUM01S003018",0.193646,"",48.68,1,1553,900,1553,50,603,1
"A0A182GI88"," CCG010358.1","AALF010358",NA,"protein_coding","Aedes albopictus","JXUM01S002258",0.194135,"",41.81,1,421,159,421,58,204,1
"A0A182GHU5"," CCG010182.1","AALF010182",NA,"protein_coding","Aedes albopictus","JXUM01S002214",0.194622,"alcohol dehydrogenase [Source:Projected from Aedes aegypti (AAEL006467) VB Community Annotation]",43.55,1,1566,759,1566,385,422,1
"A0A182GAN6"," RP20_CCG006466","AALF006466",NA,"protein_coding","Aedes albopictus","JXUM01S001582",0.197371,"",42.2,1,36031,7041,9160,294,1825,4
"A0A023EQI9"," CCG006713.1","AALF006713",NA,"protein_coding","Aedes albopictus","JXUM01S001614",0.198427,"dfg10 protein [Source:Projected from Aedes aegypti (AAEL012055) VB Community Annotation]",46.68,1,2033,945,1960,481,534,2
"A0A182GZZ1"," CCG018973.1","AALF018973",NA,"protein_coding","Aedes albopictus","JXUM01S000521",0.20006,"",53.32,1,527,330,527,58,139,1
"A0A182H691"," RP20_CCG010090","AALF010090",NA,"protein_coding","Aedes albopictus","JXUM01S002190",0.202982,"",44.12,1,1496,936,1496,139,421,1
"A0A023EPH2"," CCG007427.1","AALF007427",NA,"protein_coding","Aedes albopictus","JXUM01S000176",0.203751,"aldo-keto reductase [Source:Projected from Aedes aegypti (AAEL004088) VB Community Annotation]",39.18,1,12801,957,1230,171,102,4
"A0A023EU44"," CCG027786.1","AALF027786",NA,"protein_coding","Aedes albopictus","JXUM01S000965",0.204287,"",44.27,1,1536,669,1536,186,681,1
"A0A182GPI3"," RP20_CCG013464.2","AALF013464",NA,"protein_coding","Aedes albopictus","JXUM01S002983",0.205613,"venom allergen [Source:Projected from Aedes aegypti lvpagwg (AAEL005531) VB Community Annotation]",44.33,1,22224,525,22167,20578,1064,2
"A0A023EWR1"," CCG004244.1","AALF004244",NA,"protein_coding","Aedes albopictus","JXUM01S001348",0.205754,"2-oxoglutarate dehydrogenase [Source:Projected from Aedes aegypti (AAEL006721) VB Community Annotation]",52.06,1,4007,2865,4007,193,949,1
"A0A023EVJ6"," RP20_CCG014302","AALF014302",NA,"protein_coding","Aedes albopictus","JXUM01S000355",0.207329,"",38.7,1,16449,2037,2922,196,689,3
"A0A182GP53"," RP20_CCG013278","AALF013278",NA,"protein_coding","Aedes albopictus","JXUM01S000054",0.208038,"",52.22,1,1578,765,1336,273,298,5
"A0A182H9N9"," CCG024816.1","AALF024816",NA,"protein_coding","Aedes albopictus","JXUM01S000785",0.209004,"",37.56,1,75626,2391,55571,40572,12608,11
"A0A182H8Y7"," RP20_CCG024357.2","AALF024357",NA,"protein_coding","Aedes albopictus","JXUM01S000765",0.209617,"",42.15,1,35055,3207,29719,26228,284,5
"A0A182G8W7"," RP20_CCG005400","AALF005400",NA,"protein_coding","Aedes albopictus","JXUM01S001469",0.210364,"",46.11,1,3663,930,3663,1255,1478,1
"A0A1W7R6H5"," CCG008772.1","AALF008772",NA,"protein_coding","Aedes albopictus","JXUM01S001925",0.213298,"",47.18,1,1204,1050,1204,44,110,1
"A0A182G598"," RP20_CCG003245","AALF003245",NA,"protein_coding","Aedes albopictus","JXUM01S001250",0.214479,"Protein distal antenna [Source:Projected from Aedes aegypti (AAEL013733) VB Community Annotation]",51.34,1,1940,1608,1874,44,222,2
"A0A1W7R665"," RP20_CCG014064","AALF014064",NA,"protein_coding","Aedes albopictus","JXUM01S000343",0.2149,"",45.31,1,1097,1020,1097,30,47,1
"A0A182HAS2"," CCG025470.1","AALF025470",NA,"protein_coding","Aedes albopictus","JXUM01S000821",0.215541,"arf6 guanine nucleotide exchange factor [Source:Projected from Aedes aegypti (AAEL004236) VB Community Annotation]",42.04,1,72468,4449,7088,450,2189,13
"A0A182GMV2"," RP20_CCG012679","AALF012679",NA,"protein_coding","Aedes albopictus","JXUM01S000299",0.216566,"",44.15,1,21786,3429,4407,495,483,7
"A0A023EWL3"," RP20_CCG007352","AALF007352",NA,"protein_coding","Aedes albopictus","JXUM01S001697",0.216774,"",47.37,1,1237,771,1237,325,141,1
"A0A182H9E6"," CCG024628.1","AALF024628",NA,"protein_coding","Aedes albopictus","JXUM01S000780",0.21698,"",44.28,1,1181,597,1181,25,559,1
"A0A023EP88"," CCG025948.4","AALF025948",NA,"protein_coding","Aedes albopictus","JXUM01S000846",0.217772,"Glucosamine-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:A0A182HBI6]",37.55,1,26513,837,18727,591,17299,2
"A0A182GK33"," RP20_CCG011302","AALF011302",NA,"protein_coding","Aedes albopictus","JXUM01S000269",0.219464,"l-asparaginase [Source:Projected from Aedes aegypti (AAEL010938) VB Community Annotation]",46.44,1,1643,975,1584,146,463,2
"A0A023EFS1"," RP20_CCG010314","AALF010314",109402823,"protein_coding","Aedes albopictus","JXUM01S000252",0.219757,"Putative fatty acid-binding protein fabp [Source:UniProtKB/TrEMBL;Acc:A0A023EFS1]",42.46,1,17054,399,690,185,106,2
"A0A023ETG1"," CCG002317.1","AALF002317",NA,"protein_coding","Aedes albopictus","JXUM01S001180",0.221385,"glucosyl/glucuronosyl transferases [Source:Projected from Aedes aegypti (AAEL003076) VB Community Annotation]",41.91,1,18428,1569,18313,289,16455,3
"A0A182H655"," CCG022521.1","AALF022521",NA,"protein_coding","Aedes albopictus","JXUM01S000671",0.223609,"Coronin [Source:UniProtKB/TrEMBL;Acc:A0A182H655]",40.97,1,44840,2532,43558,69,40957,7
"A0A182GI84"," RP20_CCG010352","AALF010352",NA,"protein_coding","Aedes albopictus","JXUM01S002251",0.224587,"",46.35,1,4201,2154,4201,56,1991,1
"A0A023EUK0"," RP20_CCG023214.2","AALF023214",NA,"protein_coding","Aedes albopictus","JXUM01S000707",0.224707,"",39.4,1,54430,6378,7344,319,647,6
"A0A023EXA7"," CCG008130.1","AALF008130",109433307,"protein_coding","Aedes albopictus","JXUM01S000203",0.226901,"Glycogen [starch] synthase [Source:UniProtKB/TrEMBL;Acc:A0A182GDP6]",41.05,1,7069,2088,2770,196,486,5
"A0A023ESQ1"," CCG004573.1","AALF004573",NA,"protein_coding","Aedes albopictus","JXUM01S001379",0.22729,"",37.59,1,59209,2043,4047,135,1869,5
"A0A023EP62"," CCG004698.1","AALF004698",NA,"protein_coding","Aedes albopictus","JXUM01S001401",0.227945,"Dual specificity tyrosine-phosphorylation-regulated kinase [Source:Projected from Aedes aegypti (AAEL001504) VB Community Annotation]",39.17,1,163693,1713,38283,34993,1577,8
"A0A023EV31"," CCG024020.1","AALF024020",NA,"protein_coding","Aedes albopictus","JXUM01S000741",0.228526,"",40.05,1,43491,2280,6149,1192,2677,5
"A0A182G7S1"," RP20_CCG004781","AALF004781",NA,"protein_coding","Aedes albopictus","JXUM01S001400",0.230491,"",44.71,1,4652,1455,4591,2923,213,2
"A0A182G7C0"," CCG004536.1","AALF004536",NA,"protein_coding","Aedes albopictus","JXUM01S001372",0.231587,"",55.13,1,2897,948,2897,1307,642,1
"A0A182GHF2"," RP20_CCG009951","AALF009951",NA,"protein_coding","Aedes albopictus","JXUM01S002156",0.231791,"",41.46,1,8524,1086,8403,148,7169,3
"A0A182GAI3"," RP20_CCG006378","AALF006378",NA,"protein_coding","Aedes albopictus","JXUM01S001580",0.232053,"",41.35,1,1949,1479,1882,139,264,2
"A0A182GER9"," RP20_CCG008658","AALF008658",NA,"protein_coding","Aedes albopictus","JXUM01S001904",0.232627,"gc-rich sequence DNA-binding factor [Source:Projected from Aedes aegypti (AAEL006043) VB Community Annotation]",42.46,1,16191,2109,6331,3577,645,6
"A0A182GFF5"," CCG008983.1","AALF008983",NA,"protein_coding","Aedes albopictus","JXUM01S001959",0.233894,"",45.11,1,521,261,521,99,161,1
"A0A182GEG3"," RP20_CCG008498","AALF008498",NA,"protein_coding","Aedes albopictus","JXUM01S001875",0.234201,"ATP-dependent DNA helicase [Source:UniProtKB/TrEMBL;Acc:A0A182GEG3]",43.98,1,9195,2253,3709,157,1299,3
"A0A182GDU2"," CCG008198.1","AALF008198",NA,"protein_coding","Aedes albopictus","JXUM01S001819",0.234623,"",40.22,1,19131,204,19131,18703,224,1
"A0A182GDN3"," CCG008116.1","AALF008116",NA,"protein_coding","Aedes albopictus","JXUM01S001805",0.236762,"nuclear pore complex protein nup154 [Source:Projected from Aedes aegypti (AAEL001861) VB Community Annotation]",42,1,15314,3432,14590,10401,757,5
"A0A023EKD1"," CCG025859.1","AALF025859",NA,"protein_coding","Aedes albopictus","JXUM01S000836",0.236923,"cell cycle control protein cwf22 [Source:Projected from Aedes aegypti (AAEL000707) VB Community Annotation]",52.51,1,2872,2475,2735,227,33,3
"A0A182HE88"," RP20_CCG027723.2","AALF027723",NA,"protein_coding","Aedes albopictus","JXUM01S000956",0.238087,"",40.94,1,25419,4764,6092,291,1037,7
"A0A182G8V3"," RP20_CCG005377","AALF005377",NA,"protein_coding","Aedes albopictus","JXUM01S001464",0.239661,"",38.39,1,42906,1461,42825,75,41289,2
"A0A182HC86"," RP20_CCG026423","AALF026423",NA,"protein_coding","Aedes albopictus","JXUM01S000898",0.240204,"",49.02,1,19619,1977,9565,5649,1939,2
"A0A023EE18"," RP20_CCG009017","AALF009017",NA,"protein_coding","Aedes albopictus","JXUM01S001963",0.240372,"",50.84,1,836,423,836,374,39,1
