"Gene ID","source_id","Organism","Gene Name or Symbol","Transcript Product Description","UniProt ID(s)"
"AAEL026057","AAEL026057-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A0N8ES61,Q17LL9,Q17LM0"
"AAEL026058","AAEL026058-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026059","AAEL026059-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026060","AAEL026060-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026061","AAEL026061-RA","Aedes aegypti LVP_AGWG","N/A","Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]","Q16N56"
"AAEL026062","AAEL026062-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026063","AAEL026063-RA","Aedes aegypti LVP_AGWG","N/A","Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17EF1]","Q17EF1"
"AAEL026064","AAEL026064-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026065","AAEL026065-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026066","AAEL026066-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16V62,Q1DGY6"
"AAEL026066","AAEL026066-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026067","AAEL026067-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FQY1"
"AAEL026068","AAEL026068-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026069","AAEL026069-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026069","AAEL026069-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026069","AAEL026069-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026069","AAEL026069-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026069","AAEL026069-RE","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026069","AAEL026069-RF","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q176P0"
"AAEL026069","AAEL026069-RG","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026070","AAEL026070-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026071","AAEL026071-RA","Aedes aegypti LVP_AGWG","N/A","pseudogene","N/A"
"AAEL026072","AAEL026072-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026073","AAEL026073-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026074","AAEL026074-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026074","AAEL026074-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16WF8"
"AAEL026074","AAEL026074-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026075","AAEL026075-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A0P6K141,A0A2C9GG43"
"AAEL026076","AAEL026076-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026077","AAEL026077-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026078","AAEL026078-RA","Aedes aegypti LVP_AGWG","N/A","pseudogene","N/A"
"AAEL026079","AAEL026079-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026079","AAEL026079-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026080","AAEL026080-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026081","AAEL026081-RA","Aedes aegypti LVP_AGWG","N/A","Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]","Q16IE4"
"AAEL026082","AAEL026082-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026083","AAEL026083-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A0B4VHV2,A0A0B4VI89"
"AAEL026084","AAEL026084-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026085","AAEL026085-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026086","AAEL026086-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026087","AAEL026087-RA","Aedes aegypti LVP_AGWG","D7","37 kDa salivary gland allergen Aed a 2 [Source:UniProtKB/Swiss-Prot;Acc:P18153]","P18153,P18153-1"
"AAEL026088","AAEL026088-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A0N8ES18,Q17G10"
"AAEL026089","AAEL026089-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026090","AAEL026090-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026091","AAEL026091-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026092","AAEL026092-RA","Aedes aegypti LVP_AGWG","N/A","Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]","Q16N56"
"AAEL026093","AAEL026093-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026093","AAEL026093-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026094","AAEL026094-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16SQ1,Q16XG5"
"AAEL026094","AAEL026094-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16XG5"
"AAEL026094","AAEL026094-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026094","AAEL026094-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16SQ1"
"AAEL026095","AAEL026095-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17GC4"
"AAEL026096","AAEL026096-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q171B6"
"AAEL026097","AAEL026097-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026098","AAEL026098-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A0P6J5L9,Q16U45"
"AAEL026099","AAEL026099-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026100","AAEL026100-RA","Aedes aegypti LVP_AGWG","N/A","Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17EF1]","Q17EF1"
"AAEL026101","AAEL026101-RA","Aedes aegypti LVP_AGWG","N/A","pseudogene","N/A"
"AAEL026102","AAEL026102-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026103","AAEL026103-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026104","AAEL026104-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A0P6ITZ1,Q17JY3"
"AAEL026105","AAEL026105-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026106","AAEL026106-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026107","AAEL026107-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026108","AAEL026108-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026109","AAEL026109-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026109","AAEL026109-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026109","AAEL026109-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026109","AAEL026109-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026109","AAEL026109-RE","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026110","AAEL026110-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026111","AAEL026111-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026112","AAEL026112-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026113","AAEL026113-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026114","AAEL026114-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026115","AAEL026115-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026116","AAEL026116-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026117","AAEL026117-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026118","AAEL026118-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026118","AAEL026118-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026118","AAEL026118-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026118","AAEL026118-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026118","AAEL026118-RE","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16MI3,Q16NC1"
"AAEL026118","AAEL026118-RF","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026119","AAEL026119-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026120","AAEL026120-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026121","AAEL026121-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026121","AAEL026121-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026122","AAEL026122-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026123","AAEL026123-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026124","AAEL026124-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026125","AAEL026125-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026126","AAEL026126-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026127","AAEL026127-RA","Aedes aegypti LVP_AGWG","N/A","pseudogene","N/A"
"AAEL026128","AAEL026128-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026129","AAEL026129-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026130","AAEL026130-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4G1F8,Q16HA5,Q170B1"
"AAEL026131","AAEL026131-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026132","AAEL026132-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026133","AAEL026133-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026134","AAEL026134-RA","Aedes aegypti LVP_AGWG","N/A","Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17EF1]","Q17EF1"
"AAEL026135","AAEL026135-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026136","AAEL026136-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026137","AAEL026137-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026138","AAEL026138-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026138","AAEL026138-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026138","AAEL026138-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026138","AAEL026138-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026138","AAEL026138-RE","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026139","AAEL026139-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026140","AAEL026140-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026141","AAEL026141-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026142","AAEL026142-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16ET2"
"AAEL026143","AAEL026143-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026144","AAEL026144-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026145","AAEL026145-RA","Aedes aegypti LVP_AGWG","ppk307","pickpocket 307","N/A"
"AAEL026146","AAEL026146-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026147","AAEL026147-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16WM1"
"AAEL026148","AAEL026148-RA","Aedes aegypti LVP_AGWG","N/A","Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]","Q173V2"
"AAEL026149","AAEL026149-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16V88"
"AAEL026150","AAEL026150-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026150","AAEL026150-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026150","AAEL026150-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026151","AAEL026151-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026152","AAEL026152-RA","Aedes aegypti LVP_AGWG","N/A","Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]","Q173V2"
"AAEL026153","AAEL026153-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026154","AAEL026154-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026155","AAEL026155-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026156","AAEL026156-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026157","AAEL026157-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026157","AAEL026157-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026158","AAEL026158-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026159","AAEL026159-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FGD3,Q172R2"
"AAEL026160","AAEL026160-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4F276"
"AAEL026160","AAEL026160-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17HQ5"
"AAEL026161","AAEL026161-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026162","AAEL026162-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026163","AAEL026163-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4G7I4,Q177Y8"
"AAEL026164","AAEL026164-RA","Aedes aegypti LVP_AGWG","N/A","pseudogene","N/A"
"AAEL026165","AAEL026165-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026165","AAEL026165-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026165","AAEL026165-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q179D4,Q8T9T6"
"AAEL026165","AAEL026165-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026166","AAEL026166-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026167","AAEL026167-RA","Aedes aegypti LVP_AGWG","N/A","Odorant receptor [Source:UniProtKB/TrEMBL;Acc:A0A1S4EY59]","A0A1S4EY59"
"AAEL026168","AAEL026168-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026169","AAEL026169-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4F6I3,Q17DR6,Q17DS0"
"AAEL026170","AAEL026170-RA","Aedes aegypti LVP_AGWG","tab2","TAK1-associated binding protein 2","A0A0P6IWR4"
"AAEL026170","AAEL026170-RB","Aedes aegypti LVP_AGWG","tab2","TAK1-associated binding protein 2","N/A"
"AAEL026170","AAEL026170-RC","Aedes aegypti LVP_AGWG","tab2","TAK1-associated binding protein 2","A0A0P6IWR4"
"AAEL026170","AAEL026170-RD","Aedes aegypti LVP_AGWG","tab2","TAK1-associated binding protein 2","A0A0P6IWR4"
"AAEL026170","AAEL026170-RE","Aedes aegypti LVP_AGWG","tab2","TAK1-associated binding protein 2","A0A0P6IWR4"
"AAEL026170","AAEL026170-RF","Aedes aegypti LVP_AGWG","tab2","TAK1-associated binding protein 2","N/A"
"AAEL026170","AAEL026170-RG","Aedes aegypti LVP_AGWG","tab2","TAK1-associated binding protein 2","A0A0P6IWR4"
"AAEL026170","AAEL026170-RH","Aedes aegypti LVP_AGWG","tab2","TAK1-associated binding protein 2","A0A0P6IWR4"
"AAEL026170","AAEL026170-RI","Aedes aegypti LVP_AGWG","tab2","TAK1-associated binding protein 2","A0A0P6IWR4"
"AAEL026170","AAEL026170-RJ","Aedes aegypti LVP_AGWG","tab2","TAK1-associated binding protein 2","A0A0P6IWR4"
"AAEL026170","AAEL026170-RK","Aedes aegypti LVP_AGWG","tab2","TAK1-associated binding protein 2","N/A"
"AAEL026170","AAEL026170-RL","Aedes aegypti LVP_AGWG","tab2","TAK1-associated binding protein 2","N/A"
"AAEL026170","AAEL026170-RM","Aedes aegypti LVP_AGWG","tab2","TAK1-associated binding protein 2","A0A0P6IWR4"
"AAEL026171","AAEL026171-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026172","AAEL026172-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026173","AAEL026173-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026174","AAEL026174-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16UB9,Q1DH44"
"AAEL026175","AAEL026175-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026176","AAEL026176-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026177","AAEL026177-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026178","AAEL026178-RA","Aedes aegypti LVP_AGWG","N/A","Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]","Q173V2"
"AAEL026179","AAEL026179-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026180","AAEL026180-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026181","AAEL026181-RA","Aedes aegypti LVP_AGWG","N/A","Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17EF1]","Q17EF1"
"AAEL026182","AAEL026182-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026183","AAEL026183-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026184","AAEL026184-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026185","AAEL026185-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026186","AAEL026186-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026187","AAEL026187-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026188","AAEL026188-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026189","AAEL026189-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026190","AAEL026190-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026191","AAEL026191-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026192","AAEL026192-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026193","AAEL026193-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026194","AAEL026194-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026195","AAEL026195-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026195","AAEL026195-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026196","AAEL026196-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026197","AAEL026197-RA","Aedes aegypti LVP_AGWG","N/A","Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17EF1]","Q17EF1"
"AAEL026198","AAEL026198-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026199","AAEL026199-RA","Aedes aegypti LVP_AGWG","N/A","Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17EF1]","Q17EF1"
"AAEL026200","AAEL026200-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026201","AAEL026201-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026202","AAEL026202-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026203","AAEL026203-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026204","AAEL026204-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026205","AAEL026205-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026206","AAEL026206-RA","Aedes aegypti LVP_AGWG","N/A","Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]","Q173V2"
"AAEL026207","AAEL026207-RA","Aedes aegypti LVP_AGWG","N/A","pseudogene","N/A"
"AAEL026208","AAEL026208-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026209","AAEL026209-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026210","AAEL026210-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A0N8ES28"
"AAEL026211","AAEL026211-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026212","AAEL026212-RA","Aedes aegypti LVP_AGWG","N/A","Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]","Q173V2"
"AAEL026213","AAEL026213-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026214","AAEL026214-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17ND5"
"AAEL026214","AAEL026214-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026214","AAEL026214-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026215","AAEL026215-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q1HR69"
"AAEL026215","AAEL026215-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q1HR69"
"AAEL026215","AAEL026215-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q1HR69"
"AAEL026215","AAEL026215-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q1HR69"
"AAEL026216","AAEL026216-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026216","AAEL026216-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026216","AAEL026216-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026217","AAEL026217-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FBG2,Q178Y3,Q178Y4"
"AAEL026218","AAEL026218-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16QK4"
"AAEL026219","AAEL026219-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026220","AAEL026220-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026220","AAEL026220-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026220","AAEL026220-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026220","AAEL026220-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A0N8ES89,Q16QQ5"
"AAEL026220","AAEL026220-RE","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026220","AAEL026220-RF","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16QQ5,Q1DGR6"
"AAEL026221","AAEL026221-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026222","AAEL026222-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026223","AAEL026223-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026224","AAEL026224-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026225","AAEL026225-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026226","AAEL026226-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026227","AAEL026227-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4G0T7,Q16HI8,Q16HI9,Q16MI6"
"AAEL026228","AAEL026228-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026229","AAEL026229-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4G2P8,Q16FY3"
"AAEL026230","AAEL026230-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026231","AAEL026231-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17NN1,Q17NN2"
"AAEL026232","AAEL026232-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026233","AAEL026233-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026234","AAEL026234-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026235","AAEL026235-RA","Aedes aegypti LVP_AGWG","N/A","pseudogene","N/A"
"AAEL026236","AAEL026236-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026237","AAEL026237-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026237","AAEL026237-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026238","AAEL026238-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026238","AAEL026238-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026239","AAEL026239-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026239","AAEL026239-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026240","AAEL026240-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17P93"
"AAEL026241","AAEL026241-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026241","AAEL026241-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026242","AAEL026242-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026243","AAEL026243-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16ED0"
"AAEL026244","AAEL026244-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026245","AAEL026245-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026245","AAEL026245-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026246","AAEL026246-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16MU4,Q17KJ4"
"AAEL026247","AAEL026247-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL026248","AAEL026248-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
