"uniprot_id","species","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","interpro_description_ips","signature_description_ips","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Q175E6","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL006664","AAEL006664-PA.","CCR4-NOT transcription complex subunit 4","Has E3 ubiquitin ligase activity, promoting ubiquitination and degradation of target proteins. Involved in activation of the JAK/STAT pathway. Catalyzes ubiquitination of methylated RBM15. Plays a role in quality control of translation of mitochondrial outer membrane-localized mRNA. As part of the PINK1-regulated signaling, upon mitochondria damage, ubiquitinates ABCE1 and thereby recruits autophagy receptors to the mitochondrial outer membrane to initiate mitophagy","protein ubiquitination","RNA binding; ubiquitin-protein transferase activity; zinc ion binding","Zinc ion binding","CNOT4","RRM_1,zf-RING_4","RNA recognition motif domain","RNA recognition motif","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q175Q0","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL006596","AAEL006596-PA.",NA,NA,NA,NA,"Senescence-associated protein","SPG20","Inp1,Senescence",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q175T7","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL006555","AAEL006555-PA.",NA,NA,"nervous system development; regulation of alternative mRNA splicing, via spliceosome","mRNA binding","nucleotide binding","RBFOX2","Fox-1_C,RRM_1",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q176D4","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL006439","Dual specificity protein phosphatase; Dual specificity phosphatase able to dephosphorylate phosphotyrosine, phosphoserine and phosphothreonine residues, with a preference for phosphotyrosine as a substrate. Belongs to the protein-tyrosine phosphatase family. Non- receptor class dual specificity subfamily.","Dual specificity protein phosphatase","Dual specificity phosphatase able to dephosphorylate phosphotyrosine, phosphoserine and phosphothreonine residues, with a preference for phosphotyrosine as a substrate","negative regulation of MAPK cascade","MAP kinase phosphatase activity; protein serine/threonine phosphatase activity; protein tyrosine phosphatase activity; protein tyrosine/serine/threonine phosphatase activity","Belongs to the protein-tyrosine phosphatase family. Non-receptor class dual specificity subfamily","DUSP3","DSPc","Dual specificity phosphatase, catalytic domain","Dual specificity phosphatase, catalytic domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q176R3","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"fru","FRU non-sex-specific P1 isoform.",NA,NA,"animal organ development; cell development; developmental process involved in reproduction; regulation of transcription by RNA polymerase II","DNA binding; zinc ion binding","Metal ion binding","fru","BTB,zf-BED","Zinc finger, BED-type","BED zinc finger","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q177Z0","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL005985","Autophagy-related protein 13; Belongs to the ATG13 family. Metazoan subfamily.","Autophagy-related protein 13",NA,"mitophagy; piecemeal microautophagy of the nucleus; protein localization to phagophore assembly site",NA,"Autophagy-related protein 13","ATG13","ATG13","Autophagy-related protein 13, N-terminal","Autophagy-related protein 13","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17AN7","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL005246","AAEL005246-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; sequence-specific double-stranded DNA binding","Sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated","LBX1","Homeobox",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17AN8","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL005247","AAEL005247-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; sequence-specific double-stranded DNA binding","Homeodomain","LBX1","Homeobox","Homeodomain","Homeodomain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17BB1","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL005033","AAEL005033-PA.",NA,NA,"positive regulation of transcription by RNA polymerase II","zinc ion binding",NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17BL6","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL004918","AAEL004918-PA.","B box-type domain-containing protein",NA,NA,"mRNA 3'-UTR binding; zinc ion binding","B-Box-type zinc finger","brat","NHL,zf-B_box,zf-C3HC4,zf-RING_UBOX","NHL repeat","NHL repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17C29","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL004715","AAEL004715-PA.","Anti-proliferative protein domain-containing protein",NA,"negative regulation of cell population proliferation",NA,"BTG family","BTG1","BTG","Anti-proliferative protein","BTG family","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17C40","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL004720","Dedicator of cytokinesis protein 9; Belongs to the DOCK family.",NA,NA,"small GTPase-mediated signal transduction","guanyl-nucleotide exchange factor activity","Dedicator of cytokinesis protein 9","DOCK9","DHR-2,DOCK-C2,DUF3398,PH","DOCKER, Lobe A","DHR-2, Lobe A","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17C42","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL004731","AAEL004731-PA.",NA,NA,"small GTPase-mediated signal transduction","guanyl-nucleotide exchange factor activity","Dedicator of cytokinesis protein 9","DOCK9","DHR-2,DOCK-C2,DUF3398,PH","Pleckstrin homology domain","PH domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17CH0","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL004542","AAEL004542-PA.",NA,NA,"ceramide metabolic process","ceramide kinase activity","Ceramide kinase","CERK","DAGK_cat","Diacylglycerol kinase, catalytic domain","Diacylglycerol kinase catalytic domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17CU7","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL004420","AAEL004420-PB.",NA,NA,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",NA,"GTP binding","SMG9","Smg8_Smg9",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17CY1","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL004391","AAEL004391-PA.","Nuclear protein MDM1","Microtubule-binding protein that negatively regulates centriole duplication. Binds to and stabilizes microtubules","negative regulation of centriole replication","microtubule binding","Nuclear protein MDM1",NA,"MDM1","Nuclear protein MDM1","Nuclear protein MDM1","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17DB8","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL004259","RNA-binding protein lin-28.",NA,NA,"pre-miRNA processing","mRNA binding; zinc ion binding","Cold shock protein domain","LIN28A","CSD,zf-CCHC","Lin-28A-like, second zinc knuckle","Lin-28A-like, second zinc knuckle","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17E14","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL003989","AAEL003989-PA.","Guanine nucleotide-binding protein G(s) subunit alpha","Guanine nucleotide-binding proteins (G proteins) function as transducers in numerous signaling pathways controlled by G protein-coupled receptors (GPCRs)","adenylate cyclase-activating dopamine receptor signaling pathway; sensory perception of chemical stimulus","G protein-coupled receptor binding; G-protein beta/gamma-subunit complex binding; GTP binding; GTPase activity; metal ion binding","Guanine nucleotide-binding protein G(s) subunit alpha","GNAL","G-alpha","Guanine nucleotide binding protein (G-protein), alpha subunit","G-protein alpha subunit","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17E15","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL003979","Deadenylation factor EDEN-BP, putative.",NA,NA,NA,"mRNA binding","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","CELF3","RRM_1","RNA recognition motif domain","RNA recognition motif","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17E51","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL003978","AAEL003978-PA.","Escargot/snail protein homolog",NA,NA,"zinc ion binding","C2H2-type zinc finger",NA,"zf-C2H2,zf-C2H2_6","Zinc finger C2H2-type","Zinc finger, C2H2 type","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17E87","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL003901","AAEL003901-PA.",NA,NA,NA,"zinc ion binding","Ubiquitin homologues","ZFAND4","ubiquitin,zf-AN1","Ubiquitin-like domain","Ubiquitin family","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17EP7","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL003731","Nuclear body associated kinase, putative.","non-specific serine/threonine protein kinase",NA,NA,"ATP binding; protein serine/threonine kinase activity; protein tyrosine kinase activity","Nuclear body associated kinase","HIPK1","Pkinase","Protein kinase domain","Protein kinase domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17ET2","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL003688","AAEL003688-PA.",NA,NA,NA,NA,"DUF4210","FAM214A","Chromosome_seg,DUF4210","Atos-like, conserved domain","Domain of unknown function (DUF4210)","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17F60","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL003560","POU domain protein.","POU domain protein",NA,"brain development; cell development; generation of neurons; positive regulation of transcription by RNA polymerase II","DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","POU domain",NA,"Homeobox,Pou","POU-specific domain","Pou domain - N-terminal to homeobox domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17FE8","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL003407","AAEL003407-PA.",NA,NA,NA,"mRNA 3'-UTR binding","RNA recognition motif",NA,"RRM_1","RNA recognition motif domain","RNA recognition motif","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17FE9","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL003414","AAEL003414-PA.",NA,NA,NA,NA,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",NA,"RRM_1",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17FH2","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL003420","AAEL003420-PA.",NA,NA,NA,NA,"Uncharacterised conserved protein (DUF2369)","NDNF","DUF2369","Neuron-derived neurotrophic factor, first Fn(III) domain","Neuron-derived neurotrophic factor, first Fn(III) domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17FK6","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL003375","AAEL003375-PA.",NA,NA,"cell division; negative regulation of BMP signaling pathway",NA,"Senescence-associated protein","SPG20","Inp1,Senescence","Senescence/spartin-associated, C-terminal","Senescence domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17FK7","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL003381","AAEL003381-PA.",NA,NA,NA,NA,"Senescence-associated protein","SPG20","Inp1,Senescence",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17FQ2","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL003357","AAEL003357-PA.",NA,NA,"endocytic recycling; endocytosis","guanyl-nucleotide exchange factor activity; phosphatidylinositol phosphate binding","dDENN domain","DENND1A","DENN,dDENN,uDENN","uDENN domain","uDENN domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17FY6","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL003252","AAEL003252-PA.",NA,NA,NA,NA,NA,"PLEKHA5","PH","Pleckstrin homology domain-containing family A member 4-7, TBCA domain","PH domain-containing proteins, TBCA domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17G33","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL003208","Tubby, putative; Belongs to the TUB family.",NA,NA,NA,NA,"Belongs to the TUB family","TULP4","ANAPC4_WD40,SOCS_box,Tub","Tubby, C-terminal","Tub family","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17GF1","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL003092","AAEL003092-PA.",NA,NA,"cell-matrix adhesion","serine-type endopeptidase inhibitor activity","Antistasin family",NA,"Antistasin,Kunitz_BPTI,Lustrin_cystein,Thyroglobulin_1,WAP","Lustrin, cysteine-rich repeated","Lustrin, cysteine-rich repeated domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17GH6","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL003014","AAEL003014-PA.",NA,NA,"regulation of transcription by RNA polymerase II","DNA-binding transcription factor activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding","c-clamp","SLC2A4RG",NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17GN3","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL002928","AAEL002928-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II transcription regulatory region sequence-specific DNA binding; zinc ion binding","zinc finger",NA,"zf-C2H2","Zinc finger C2H2-type","Zinc finger, C2H2 type","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17GU4","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL002896","AAEL002896-PA.",NA,NA,NA,"N-methyltransferase activity; protein methyltransferase activity; S-adenosylmethionine-dependent methyltransferase activity; zinc ion binding","SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain",NA,"Mito_carr,zf-C2H2","SET domain","PR domain zinc finger protein 2, PR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17ID1","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL002369","AAEL002369-PA.",NA,NA,"regulation of DNA-templated transcription",NA,"ENT","C11orf30","ENT","ENT domain","ENT domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17JX3","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL001901","AAEL001901-PA.","small monomeric GTPase",NA,NA,"GTP binding; GTPase activity","Ras family",NA,"Ras","Small GTPase","Ras family","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17KB4","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL001738","AAEL001738-PA.","small monomeric GTPase",NA,NA,"GTP binding; GTPase activity","Ras family",NA,"Ras","Small GTPase","Ras family","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17KU9","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL001571","AAEL001571-PA.",NA,NA,NA,"calcium channel regulator activity; GTP binding; GTPase activity","Signal recognition particle receptor beta subunit","REM1","Ras","Small GTPase","Ras family","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MT2","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL000857","AAEL000857-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II transcription regulatory region sequence-specific DNA binding; zinc ion binding","Zinc-finger associated domain (zf-AD)",NA,"zf-AD,zf-C2H2,zf-C2H2_6","Zinc finger, AD-type","Zinc-finger associated domain (zf-AD)","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NP6","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL000597","AAEL000597-PA; Cadherins are calcium-dependent cell adhesion proteins.",NA,"Cadherins are calcium-dependent cell adhesion proteins","animal organ morphogenesis; cell migration; establishment of planar polarity; establishment or maintenance of cell polarity; homophilic cell adhesion via plasma membrane adhesion molecules; neuron projection development","beta-catenin binding; cadherin binding; calcium ion binding","Cadherins are calcium-dependent cell adhesion proteins","hmr-1","Cadherin,Cadherin_C,EGF,Laminin_G_2,hEGF","DE-cadherin-like, Ig-like domain","DE-cadherin, Ig-like domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NS1","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL000623","AAEL000623-PA.",NA,NA,"gliogenesis","DNA-binding transcription activator activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","GCM motif protein","gcm","GCM","Transcription regulator GCM domain","GCM motif protein","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q1DGD9","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL015672","AAEL015672-PA.","Novel acetylcholine receptor chaperone",NA,"chaperone-mediated protein complex assembly; positive regulation of protein localization to cell surface",NA,"DoxX-like family","TMEM35","DoxX_2",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q1DGJ8","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL015603","Ceramide kinase.",NA,NA,"ceramide metabolic process","ceramide kinase activity","Ceramide kinase","CERK","DAGK_cat","Diacylglycerol kinase, catalytic domain","Diacylglycerol kinase catalytic domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q1HR82","Aedes aegypti","GO:0050789","Regulation of biological process",91,5350,0.21,0.48,0.00014,"AAEL013359","DEAD box ATP-dependent RNA helicase; Belongs to the DEAD box helicase family.","Eukaryotic initiation factor 4A",NA,"regulation of gene expression","ATP binding; hydrolase activity; nucleic acid binding; RNA helicase activity; translation initiation factor activity","Belongs to the DEAD box helicase family","EIF4A2","DEAD,Helicase_C","DEAD/DEAH-box helicase domain","DEAD/DEAH box helicase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"J9HTN1","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"GPRGHP4","GPCR Growth Hormone Releasing Hormone Family; Belongs to the G-protein coupled receptor 1 family.",NA,NA,NA,"neuromedin U receptor activity","Belongs to the G-protein coupled receptor 1 family","NMUR1","7tm_1","G protein-coupled receptor, rhodopsin-like","7 transmembrane receptor (rhodopsin family)","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"J9HTV7","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL801114","AAEL017419-PA.","CCHC-type domain-containing protein",NA,NA,"nucleic acid binding; zinc ion binding","Zinc knuckle","CNBP","zf-CCHC,zf-CCHC_4","Zinc finger, CCHC-type","Zinc knuckle","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"J9HZD6","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"J9HZD6_AEDAE","Phosphoinositide phospholipase C.","Phosphoinositide phospholipase C",NA,"G protein-coupled receptor signaling pathway; lipid catabolic process; phosphatidylinositol metabolic process; phosphatidylinositol-mediated signaling; release of sequestered calcium ion into cytosol","phosphatidylinositol-4,5-bisphosphate phospholipase C activity","phosphatidylinositol phospholipase C activity. It is involved in the biological process described with intracellular signal transduction","PLCB2","C2,DUF1154,EF-hand_like,PI-PLC-X,PI-PLC-Y,PLC-beta_C","Phosphoinositide phospholipase C beta 1-4-like, EF-hand domain","Phosphoinositide phospholipase C beta1-4-like EF-hand domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"J9HZV2","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"J9HZV2_AEDAE","AAEL017168-PA.",NA,NA,"nervous system development; regulation of alternative mRNA splicing, via spliceosome","mRNA binding","nucleotide binding","RBFOX2","Fox-1_C,RRM_1","RNA recognition motif domain","RNA recognition motif","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IEC2","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL011420","AAEL011420-PA.",NA,NA,"mRNA processing; RNA splicing","RNA binding","RNA recognition motif","ESRP2","RRM_1",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IFQ3","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL004167","AAEL004167-PA.","Branchpoint-bridging protein","Necessary for the ATP-dependent first step of spliceosome assembly. Binds to the intron branch point sequence (BPS) 5'-UACUAAC-3' of the pre-mRNA. May act as transcription repressor","mRNA splicing, via spliceosome; regulation of mRNA splicing, via spliceosome","mRNA binding; pre-mRNA branch point binding; zinc ion binding","Splicing factor 1 helix-hairpin domain","SF1","KH_1,SF1-HH,zf-CCHC","Zinc finger, CCHC-type","Zinc knuckle","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16G66","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL014507","AAEL014507-PA.","Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase","Specifically deglycosylates the denatured form of N-linked glycoproteins in the cytoplasm and assists their proteasome-mediated degradation. Cleaves the beta-aspartyl-glucosamine (GlcNAc) of the glycan and the amide side chain of Asn, converting Asn to Asp. Prefers proteins containing high-mannose over those bearing complex type oligosaccharides. Can recognize misfolded proteins in the endoplasmic reticulum that are exported to the cytosol to be destroyed and deglycosylate them, while it has no activity toward native proteins. Deglycosylation is a prerequisite for subsequent proteasome-mediated degradation of some, but not all, misfolded glycoproteins","glycoprotein catabolic process","metal ion binding; peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity","domain present in PNGases and other hypothetical proteins","NGLY1","PAW,PUB,Rad4,Thioredoxin,Transglut_core","PUB domain","PUB domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16HG5","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL014033","AAEL014033-PA.",NA,NA,NA,"RNA binding","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","CELF3","RRM_1","RNA recognition motif domain","RNA recognition motif","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16HZ7","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL013847","Diacylglycerol kinase, zeta, iota.",NA,NA,"phospholipase C-activating G protein-coupled receptor signaling pathway","ATP binding; ATP-dependent diacylglycerol kinase activity","Diacylglycerol kinase","DGKI","Ank_2,Ank_4,C1_1,DAGK_acc,DAGK_cat","Diacylglycerol kinase, accessory domain","Diacylglycerol kinase accessory domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16HZ8","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL013849","Diacylglycerol kinase, zeta, iota.",NA,NA,"phospholipase C-activating G protein-coupled receptor signaling pathway","ATP binding; ATP-dependent diacylglycerol kinase activity","Diacylglycerol kinase","DGKI","Ank_2,Ank_4,C1_1,DAGK_acc,DAGK_cat","Diacylglycerol kinase iota-like domain","Diacylglycerol kinase iota-like domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
