"uniprot_id","species","mirna","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","interpro_description_ips","signature_description_ips","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Q16R23","Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"AAEL011105","AAEL011105-PB.",NA,NA,NA,"actin filament binding","Class II Aldolase and Adducin N-terminal domain","add-1","Aldolase_II","Class II aldolase/adducin N-terminal","Class II Aldolase and Adducin N-terminal domain","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16RU6","Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"AAEL010835","Mitogen-activated protein kinase kinase kinase.","Mitogen-activated protein kinase kinase kinase dlk-1",NA,"response to stress","ATP binding; protein serine/threonine kinase activity","Mitogen-activated protein kinase kinase kinase","MAP3K13","Pkinase,Pkinase_Tyr","Serine-threonine/tyrosine-protein kinase, catalytic domain","Protein tyrosine and serine/threonine kinase","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16SB0","Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"AAEL010643","AAEL010643-PA.",NA,NA,NA,NA,"P21-Rho-binding domain","PAK3","PBD,Pkinase","CRIB domain","P21-Rho-binding domain","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16TV9","Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"AAEL010106","Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.","Transporter",NA,"amino acid transport; dopamine uptake involved in synaptic transmission; norepinephrine transport","dopamine:sodium symporter activity; metal ion binding","transporter","DAT","SNF","Sodium:neurotransmitter symporter","Sodium:neurotransmitter symporter family","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16WA7","Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"AAEL009304","AAEL009304-PA; Belongs to the syntaxin family.",NA,NA,"exocytosis; intracellular protein transport; neurotransmitter transport; vesicle docking; vesicle fusion","SNAP receptor activity; SNARE binding","Syntaxin","STX1A","SNARE,Syntaxin","Syntaxin, N-terminal domain","Syntaxin","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16XT3","Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"AAEL008773","AAEL008773-PA.","Laminin A chain",NA,"animal organ morphogenesis; cell adhesion; system development; tissue development",NA,"Laminin Domain II","epi-1","Laminin_B,Laminin_EGF,Laminin_G_2,Laminin_I,Laminin_II,Laminin_N","Laminin IV","Laminin B (Domain IV)","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16Z01","Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"AAEL008371","AAEL008371-PA.",NA,NA,NA,"GTPase activator activity","GTPase-activator protein for Ras-like GTPases","NF1","CRAL_TRIO_2,RasGAP","CRAL-TRIO lipid binding domain","Divergent CRAL/TRIO domain","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q170V1","Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"AAEL007791","AAEL007791-PA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q179N7","Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"AAEL005581","Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.","Transporter",NA,"amino acid transport","metal ion binding; serotonin binding; serotonin:sodium:chloride symporter activity","Belongs to the sodium neurotransmitter symporter (SNF) (TC 2.A.22) family",NA,"SNF","Sodium:neurotransmitter symporter","Sodium:neurotransmitter symporter family","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q179X5","Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"AAEL005463","AAEL005463-PA.",NA,NA,"regulation of long-term synaptic potentiation; regulation of presynaptic cytosolic calcium ion concentration","calcium ion binding","Calcium ion binding","CALB1","EF-hand_1,EF-hand_5,EF-hand_6,EF-hand_7","EF-hand domain","EF-hand domain pair","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17CG1","Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"AAEL004549","AAEL004549-PA.",NA,NA,"neurotransmitter secretion",NA,"Synapsin, ATP binding domain","SYN3","Synapsin,Synapsin_C,Synapsin_N","Synapsin, ATP-binding domain","Synapsin, ATP binding domain","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17E44","Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"AAEL003953","Map/microtubule affinity-regulating kinase 2,4.","MAP/microtubule affinity-regulating kinase 3","Serine/threonine-protein kinase. Involved in the specific phosphorylation of microtubule-associated proteins for MAP2 and MAP4. Phosphorylates the microtubule-associated protein MAPT/TAU. Phosphorylates CDC25C on 'Ser-216'. Regulates localization and activity of some histone deacetylases by mediating phosphorylation of HDAC7, promoting subsequent interaction between HDAC7 and 14-3-3 and export from the nucleus. Regulates localization and activity of MITF by mediating its phosphorylation, promoting subsequent interaction between MITF and 14-3-3 and retention in the cytosol. Negatively regulates the Hippo signaling pathway and antagonizes the phosphorylation of LATS1. Cooperates with DLG5 to inhibit the kinase activity of STK3/MST2 toward LATS1. Phosphorylates PKP2 and KSR1","intracellular signal transduction; microtubule cytoskeleton organization","ATP binding; protein serine/threonine kinase activity","MAP microtubule affinity-regulating kinase",NA,"KA1,Pkinase","Protein kinase domain","Protein kinase domain","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17HS6","Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"AAEL002594","AAEL002594-PA.","non-specific serine/threonine protein kinase",NA,NA,"ATP binding; protein serine/threonine kinase activity","P21-Rho-binding domain","PAK3","PBD,Pkinase","CRIB domain","P21-Rho-binding domain","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17L66","Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"AAEL001468","AAEL001468-PA.",NA,NA,"negative regulation of translation","mRNA binding","Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E","Eif4enif1","EIF4E-T","Eukaryotic translation initiation factor 4E binding protein","Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17L67","Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"AAEL001454","AAEL001454-PA.",NA,NA,"negative regulation of translation","mRNA binding","Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E","Eif4enif1","EIF4E-T","Eukaryotic translation initiation factor 4E binding protein","Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MX1","Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"AAEL000868","AAEL000868-PA.",NA,NA,NA,NA,"Domain present in PSD-95, Dlg, and ZO-1/2.",NA,"PDZ","PDZ domain","PDZ domain","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MX6","Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"AAEL000908","AAEL000908-PA.",NA,NA,NA,NA,"Domain present in PSD-95, Dlg, and ZO-1/2.","DFNB31","PDZ","PDZ domain","PDZ domain","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MX7","Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"AAEL000891","AAEL000891-PA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IE98","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL012979","AAEL012979-PA.",NA,NA,NA,NA,"Immunoglobulin domain",NA,"I-set","EGF-like domain","EGF-like domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IE99","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL012977","AAEL012977-PA.",NA,NA,NA,"protein kinase activity","Immunoglobulin domain",NA,"I-set","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IFC5","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL005895","AAEL005895-PA.",NA,NA,"axonogenesis; central nervous system development","heparin binding; transition metal ion binding","beta-amyloid precursor protein C-terminus","APLP2","APP_Cu_bd,APP_E2,APP_N,APP_amyloid,Beta-APP,Kunitz_BPTI","Amyloidogenic glycoprotein, copper-binding","Copper-binding of amyloid precursor, CuBD","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16I15","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL013830","Bmp-induced factor.",NA,NA,"animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II","zinc ion binding","Broad-Complex, Tramtrack and Bric a brac","chinmo","BTB,zf-C2H2,zf-C2H2_4","Zinc finger C2H2-type","Zinc finger, C2H2 type","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16KP5","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"GPRALS3","GPCR Galanin/Allatostatin Family; Belongs to the G-protein coupled receptor 1 family.",NA,NA,NA,"peptide binding; somatostatin receptor activity","Belongs to the G-protein coupled receptor 1 family","SSTR5","7tm_1","G protein-coupled receptor, rhodopsin-like","7 transmembrane receptor (rhodopsin family)","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16L21","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"GPRGHP3","AAEL012796-PA; Belongs to the G-protein coupled receptor 1 family.",NA,NA,NA,"neuromedin U receptor activity","Belongs to the G-protein coupled receptor 1 family","NMUR1","7tm_1","G protein-coupled receptor, rhodopsin-like","7 transmembrane receptor (rhodopsin family)","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LU2","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL012517","AAEL012517-PA.",NA,NA,NA,NA,"pro-neuregulin-2, membrane-bound","NRG2","EGF,I-set,Neuregulin","Vein, beta-barrel domain","Vein beta-barrel","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16M53","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL012420","AAEL012420-PA.",NA,NA,"post-transcriptional regulation of gene expression","mRNA 3'-UTR binding","Pumilio-family RNA binding repeat","PUM2","PUF","Pumilio RNA-binding repeat","Pumilio-family RNA binding repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16M54","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL012416","AAEL012416-PA.",NA,NA,NA,NA,"mRNA binding",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16NS4","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL011870","AAEL011870-PA.",NA,NA,"P-body assembly; stress granule assembly","mRNA binding","FDF","LSM14A","FDF,LSM14","Lsm14-like, N-terminal","Scd6-like Sm domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16PW9","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL011495","AAEL011495-PA.",NA,NA,"protein sumoylation; regulation of transcription by RNA polymerase II","SUMO ligase activity; transcription coregulator activity; zinc ion binding","MIZ/SP-RING zinc finger","ZMIZ1","zf-MIZ","Zinc finger, MIZ-type","MIZ/SP-RING zinc finger","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16PX0","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL011485","AAEL011485-PA.",NA,NA,NA,NA,"MIZ/SP-RING zinc finger","ZMIZ1","zf-MIZ",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16UC4","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL009947","Homeotic antennapedia protein, putative.","Homeotic protein antennapedia","Sequence-specific transcription factor which is part of a developmental regulatory system that regulates segmental identity in the mesothorax. Provides cells with specific positional identities on the anterior-posterior axis","anterior/posterior pattern specification; negative regulation of transcription by RNA polymerase II","DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","Homeotic antennapedia protein","HOXB7","Homeobox","Homeodomain","Homeodomain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16UK1","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL009871","AAEL009871-PA.","Germinal-center associated nuclear protein","As a component of the TREX-2 complex, involved in the export of mRNAs to the cytoplasm through the nuclear pores. Through the acetylation of histones, affects the assembly of nucleosomes at immunoglobulin variable region genes and promotes the recruitment and positioning of transcription complex to favor DNA cytosine deaminase AICDA/AID targeting, hence promoting somatic hypermutations","mRNA export from nucleus",NA,"MCM3AP domain of GANP","MCM3AP","CID_GANP,MCM3AP_GANP,NupH_GANP,RRM_1,SAC3_GANP","SAC3/GANP/THP3, conserved domain","SAC3/GANP family","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16VR4","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL009467","AAEL009467-PA.","Coactosin-like protein","Binds to F-actin in a calcium-independent manner. Has no direct effect on actin depolymerization. Acts as a chaperone for ALOX5 (5LO), influencing both its stability and activity in leukotrienes synthesis","regulation of actin filament polymerization","actin filament binding","Cofilin/tropomyosin-type actin-binding protein","COTL1","Cofilin_ADF","Actin-depolymerising factor homology domain","Cofilin/tropomyosin-type actin-binding protein","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16WV5","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL009085","AAEL009085-PA.",NA,NA,"negative regulation of endocytic recycling; small GTPase-mediated signal transduction","GTPase activator activity","It is involved in the biological process described with signal transduction","ARHGAP1","CRAL_TRIO_2,HbrB,RhoGAP","CRAL-TRIO lipid binding domain","Divergent CRAL/TRIO domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16XQ1","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL008816","Vesicular monoamine transporter, putative.",NA,NA,"aminergic neurotransmitter loading into synaptic vesicle","serotonin:sodium:chloride symporter activity","vesicular monoamine","SLC18A1","MFS_1","Major facilitator superfamily","Major Facilitator Superfamily","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16Y82","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL008622","AAEL008622-PA.","Stress-activated protein kinase JNK","Responds to activation by environmental stress and pro-inflammatory cytokines by phosphorylating a number of transcription factors, and thus regulates transcriptional activity",NA,"ATP binding; MAP kinase activity; protein serine kinase activity","Mitogen-activated protein kinase",NA,"Pkinase","Protein kinase domain","Protein kinase domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q171K9","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"TOLL5A","AAEL007619-PA.",NA,NA,"signal transduction","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Leucine-rich repeat","Leucine Rich Repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q177S2","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL006038","AAEL006038-PA.",NA,NA,"cytoskeleton organization; regulation of cell shape; regulation of transcription by RNA polymerase II",NA,"Wd-repeat protein","BRWD3","Bromodomain,WD40","WD40 repeat","WD domain, G-beta repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17AZ6","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL005147","AAEL005147-PA.",NA,NA,"cell differentiation","DNA-binding transcription factor activity, RNA polymerase II-specific; sequence-specific DNA binding","SAM / Pointed domain","SPDEF","Ets,SAM_PNT","Pointed domain","Sterile alpha motif (SAM)/Pointed domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17E80","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL003875","AAEL003875-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding","Transcription factor","sptf-3","zf-C2H2","Zinc finger C2H2-type","Zinc finger, C2H2 type","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17EB3","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL003861","AAEL003861-PA.",NA,NA,"animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II",NA,"Broad-Complex, Tramtrack and Bric a brac","chinmo","BTB,zf-C2H2,zf-C2H2_4","Zinc finger C2H2-type","Zinc finger, C2H2 type","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17EP7","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL003731","Nuclear body associated kinase, putative.","non-specific serine/threonine protein kinase",NA,NA,"ATP binding; protein serine/threonine kinase activity; protein tyrosine kinase activity","Nuclear body associated kinase","HIPK1","Pkinase","Protein kinase domain","Protein kinase domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17GH6","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL003014","AAEL003014-PA.",NA,NA,"regulation of transcription by RNA polymerase II","DNA-binding transcription factor activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding","c-clamp","SLC2A4RG",NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17GI1","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL003013","AAEL003013-PA; Belongs to the protein kinase superfamily.","mitogen-activated protein kinase kinase",NA,NA,"ATP binding; JUN kinase kinase activity; protein serine/threonine kinase activity","Mitogen-activated protein kinase kinase 4","Mkk4","Pkinase","Protein kinase domain","Protein kinase domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17HA9","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL002754","AAEL002754-PA.",NA,NA,"cell-cell adhesion","cell adhesion molecule binding","CD80-like C2-set immunoglobulin domain","KIRREL","C2-set_2,I-set,Ig_2,Ig_3,ig",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17IA0","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL002411","AAEL002411-PA.",NA,NA,"positive regulation of Wnt signaling pathway","signaling receptor activity","Renin receptor-like protein","ATP6AP2","Renin_r","Renin receptor, N-terminal domain","Renin receptor N-terminal domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17K20","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL001832","AAEL001832-PA.",NA,NA,"positive regulation of epidermal growth factor receptor signaling pathway; positive regulation of fibroblast growth factor receptor signaling pathway; signal transduction",NA,"Ras association (RalGDS/AF-6) domain",NA,"RA","Ras-associating domain","Ras association (RalGDS/AF-6) domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17LA6","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL001437","AAEL001437-PA.",NA,NA,"post-embryonic development; regulation of developmental process; regulation of DNA-templated transcription; regulation of multicellular organismal process",NA,"Domain B in dwarfin family proteins",NA,"MH2","SMAD domain, Dwarfin-type","MH2 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17M42","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL001104","AAEL001104-PA.",NA,NA,"neuron projection morphogenesis; positive regulation of axon extension; postsynaptic actin cytoskeleton organization; regulation of actin filament polymerization","actin filament binding","Actin depolymerisation factor/cofilin -like domains","DBNL","Cofilin_ADF,SH3_1,SH3_9","SH3 domain","SH3 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MM5","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL000951","AAEL000951-PA; Belongs to the EF-1-beta/EF-1-delta family.",NA,NA,NA,"guanyl-nucleotide exchange factor activity; translation elongation factor activity","Belongs to the EF-1-beta EF-1-delta family","EEF1B2","EF-1_beta_acid,EF1_GNE","Elongation factor 1 beta central acidic region, eukaryote","Eukaryotic elongation factor 1 beta central acidic region","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q1HQT7","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL012237","Upstream transcription factor 2/L-myc-2.","Protein max",NA,"positive regulation of transcription by RNA polymerase II","DNA binding; DNA-binding transcription factor activity; protein dimerization activity","Transcription factor","MAX","HLH","Myc-type, basic helix-loop-helix (bHLH) domain","Helix-loop-helix DNA-binding domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q1HRW3","Aedes aegypti","aae-mir-5119-5p","GO:0050794","Regulation of cellular process",34,4893,0.3,0.37,0.0013,"AAEL002487","P53 regulated pa26 nuclear protein sestrin.",NA,NA,"cellular response to L-leucine; cellular response to leucine starvation; negative regulation of TORC1 signaling; positive regulation of macroautophagy; regulation of response to reactive oxygen species","L-leucine binding; oxidoreductase activity, acting on peroxide as acceptor","PA26 p53-induced protein (sestrin)","SESN1","PA26","Sestrin","PA26 p53-induced protein (sestrin)","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IFC5","Aedes aegypti","aae-mir-5119-5p","GO:0007616","Long-term memory",5,61,1.37,0.87,0.0014,"AAEL005895","AAEL005895-PA.",NA,NA,"axonogenesis; central nervous system development","heparin binding; transition metal ion binding","beta-amyloid precursor protein C-terminus","APLP2","APP_Cu_bd,APP_E2,APP_N,APP_amyloid,Beta-APP,Kunitz_BPTI","Amyloidogenic glycoprotein, copper-binding","Copper-binding of amyloid precursor, CuBD","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16M53","Aedes aegypti","aae-mir-5119-5p","GO:0007616","Long-term memory",5,61,1.37,0.87,0.0014,"AAEL012420","AAEL012420-PA.",NA,NA,"post-transcriptional regulation of gene expression","mRNA 3'-UTR binding","Pumilio-family RNA binding repeat","PUM2","PUF","Pumilio RNA-binding repeat","Pumilio-family RNA binding repeat","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16M54","Aedes aegypti","aae-mir-5119-5p","GO:0007616","Long-term memory",5,61,1.37,0.87,0.0014,"AAEL012416","AAEL012416-PA.",NA,NA,NA,NA,"mRNA binding",NA,NA,NA,NA,"GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
